compound_stem,SMILES,u1,u2,u3
A74176060,Cc1nc(cs1)C(=O)N1CCCC2(CCNC2=O)CC1,-0.8666773,0.36442697,2.371466
A74187859,CC(NC(N)=O)C12CC3CC(CC(C3)C1)C2,-0.32486746,-3.6235456,0.20320636
A74197797,COCCN1C2(CCN(Cc3nccs3)C2)c2ccccc2S1(=O)=O,-0.6812905,-2.5653799,0.13837093
A74205117,Cc1ccc2c(Cl)cc(Cl)c(OCC(=O)NC3CCS(=O)(=O)C3)c2n1,-0.07411255,1.4034249,4.8826017
A74209979,O=C1NC2(CCSC2)C(=O)N1CCOc1ccc(cc1)C#N,-1.2789932,-0.25914416,3.2019763
A74225336,C(NCC1CCCO1)\C=C\c1ccccc1,0.36518127,3.7245715,6.474022
A74242749,CN(C)S(=O)(=O)N1CC(COCC2CC2)c2c(C1)nnn2C,-1.1478946,-0.8044878,2.7980976
A74247724,NC(=O)C1CCCN(C1)C(=O)CCC(=O)c1cccs1,0.45115784,3.4942844,6.774659
A74257617,CN(C)CCn1c2CCC(Cc2ccc1=O)NCc1cnn(C)c1,0.86118215,4.1380024,8.069876
A74262740,CC(C)NC(=O)N1CCCC2(CC(CO2)N(C)Cc2ccccn2)C1,-0.3642071,-1.06802,1.0321567
A74292481,Cc1oc(cc1C(=O)N1CCCC1C(O)=O)C(C)(C)C,-0.33244395,-0.732903,1.9537505
A74294541,Fc1ccc(cc1)C(=O)N1CCNC(=O)C1CC(=O)OCc1ccccc1,0.8735468,3.7881033,6.6475177
A74296993,CCn1cc(c(C)n1)C1=NOC(C1)C(O)=O,-0.5892471,-2.0300918,0.54302865
A74308286,CC1N(C)c2ccc(NC(C)=O)cc2C1(C)C,2.695078,8.090626,-1.4973503
A74327418,COc1ccc(OCC(O)CNC(=O)Nc2cccc3ccccc23)cc1,-0.2149783,3.7439606,6.400392
A74327955,CNC(=O)N1CCN(Cc2cnn(C)c2)CC2(CCCC(=O)N2)C1,0.30175486,0.9736629,3.2237415
A74348514,O=C(Cc1cccs1)N(CC1CCCO1)C1(CCCCC1)C(=O)NC1CCCCC1,0.5755403,3.9396577,8.036011
A74361471,CCC1CCCCN1CCCNC(=O)CN1C(=O)COc2ccccc12,0.01683397,-3.5909734,0.9103207
A74375412,CCOC[C@H]1CCC2C(CCN2C(=O)c2ccc3OCOc3c2)O1,-0.6157395,-2.5078914,0.1575767
A74387712,CCC1CCCCN1C(=O)c1ccc(OC2CCN(CC2)C(=O)COC)cc1,-0.720095,2.3414254,5.825763
A74395770,CC1Cc2cc(ccc2N1C(C)=O)S(=O)(=O)NCCC(=O)Nc1ncccc1C,-0.26444197,0.5788687,2.217171
A74409369,O=C1N2Cc3sccc3C(=O)CSC2c2ccccc12,0.588816,2.263534,4.994034
A74415362,CC(NC(=O)C1CC1)C(N1CCOCC1)c1cccs1,0.120648384,2.9933708,5.7394342
A74415958,OC(COC(c1ccccc1)c1ccccc1)CN1CCN(CC1)c1ccccn1,0.2630619,3.8907719,8.000382
A74423183,CC(C)(C)CN1CC2CN(CC12)S(=O)(=O)c1ccccc1,-0.76231325,-2.7278721,0.42584842
A74427251,O=C(COC[C@@H]1CCC2C(CCN2Cc2ccco2)O1)N1CCCC1,-0.5692375,0.43924075,2.0295486
A74444618,O=S(=O)(N1CCC2(CC(CO2)n2ccnc2)C1)c1ccccc1,0.78783166,3.2731962,5.66558
A74459709,CC1CCCN(C1)C(=O)COC(=O)CNS(=O)(=O)c1ccc2ccccc2c1,0.2815728,0.55355805,6.0086875
A74468990,O=C(N1CCCC2(CC(CO2)Oc2cccnc2)C1)c1ccco1,-0.005768857,3.6051981,6.5190554
A74469371,O=C(Nc1ccccc1)C1CC(=O)N=C(N1)N1CCOCC1,-1.043457,1.6714171,5.3190236
A74470726,CCOCC(=O)N1CC(COCc2ccccn2)c2c(C1)nnn2C,-0.19452755,-0.005917101,1.7493104
A74470728,CN(C)c1nc2SCC(C#N)n2c(=O)n1,-0.19582216,-3.067653,0.62939775
A74515845,CC(N(C)CC(=O)NC(=O)NCCC1=CCCCC1)c1ccccc1,0.7812667,3.900622,6.506411
A74516318,Fc1cccc(F)c1C(=O)OCC1COc2ccccc2O1,0.52776396,2.641415,6.098292
A74528339,COc1ccccc1CCC(=O)N(C)C1CCCN(Cc2ccccc2F)C1,-0.38292617,0.3889837,3.8398614
A74529317,C(C1CCOC1)N1CC2CC(C1)CN(Cc1ccco1)C2,-1.1684359,0.7943657,3.540247
A74535340,COc1cc(ncn1)N1CCC2O[C@@H](CC12)C(=O)NC(C)C,0.060753513,1.037578,2.6637418
A74559787,O=C(CN1c2ccccc2S(=O)(=O)C(CC1=O)c1ccccc1)N1CCOCC1,0.4399631,1.6012477,4.4554653
A74562255,CCOCCCNC(=O)CN1C(=O)C(CC)Oc2ccccc12,-0.3130218,0.14738044,1.4262419
A74563882,CN1CCc2c(C1)c(NCC1CCCO1)nc(N1CCOCC1)c2C#N,-0.8905247,1.1066262,2.8310864
A74572859,CSCCC(NC(N)=O)C(=O)NCC1CCCCC1,0.27586132,2.1126103,3.656367
A74578417,CC(C)OCC12CCCOC1CCN(C2)C(=O)C1=CCCC1,-0.97521573,-2.0569816,1.6435076
A74594801,CC1CCCCN1CCCNC(=O)c1ccc(cc1)N1CCCC1=O,-1.1324282,-0.67172986,1.5893615
A74620863,COc1ccccc1N1CC(CC1=O)C(=O)Nc1ccccc1N1CCCC1,-0.54111356,-1.2502034,0.72410864
A74624969,CCOc1ccccc1CN1CCNC(=O)C1CC(=O)NCCC1=CCCCC1,0.6832533,2.6364727,7.5115566
A74645468,COc1ccc(NC(=O)CCN2CC(C)OC(C)C2)c(OC)c1,-0.55018806,0.9462682,2.7896802
A74649097,COc1ccc(cc1)C1CC(=O)CC(=O)C1n1cncn1,-1.0950483,0.80619913,2.344254
A74653329,CN(Cc1nccn1C)C(=O)CC1N(CC(c2ccccc2)c2ccccc2)CCNC1=O,0.1971078,2.5729535,4.579284
A74655913,CN(CC1CCOCC1)C(=O)CC1N(Cc2ccccc2C)CCNC1=O,-0.49004713,1.0874056,1.8009896
A74660374,COC(=O)C(N)Cc1ccc(OC)c(c1)[N+]([O-])=O,-0.54509103,-3.607438,0.14310306
A74665433,Clc1ccc(CO\N=C\C2C(=O)CC3N(CCc4ccccc34)C2=O)c(Cl)c1,1.3326255,2.7723982,7.0360436
A74676968,Fc1ccccc1CN1CCCC(C1)NC(=O)CCC(=O)c1ccccc1,-0.4104145,1.2417777,2.7658427
A74690391,CC(=O)NC(CC(=O)Nc1nc(c(s1)C(C)=O)-c1ccccc1)c1ccccc1,0.37497464,0.32874876,2.9244013
A74694960,COc1cc(COCC(O)CN2CCc3ccccc3C2)cc(OC)c1OC,-1.4988146,-0.91950184,2.0610464
A74709297,CC(=O)N1C(Cc2cc(ccc12)S(=O)(=O)N1CCCC1)C(=O)Nc1cc(C)cc(C)c1,0.18389565,2.8834445,6.5215087
A74717612,CC(NC(=O)CN(C)S(=O)(=O)c1ccc(F)cc1)C1CC2CCC1C2,-1.2686849,0.842789,4.0228214
A74731193,CN(CC(=O)NCC(N1CCCCC1)c1ccco1)S(=O)(=O)c1ccc(Cl)cc1,-0.8281606,1.8223816,3.6998382
A74735273,CN1C2(CCN(C2)S(=O)(=O)c2ccccc2)c2ccccc2S1(=O)=O,-0.043467294,2.4258041,4.036206
A74750247,CN(C)C(=O)CN1C[C@@H]2CCN(CC[C@H]2S1(=O)=O)C(=O)C1CCCO1,-0.43845806,-2.5627007,1.3018062
A74760723,Fc1ccc(CN2C3(CCN(C3)C(=O)N3CCOCC3)c3ccccc3S2(=O)=O)cc1,-0.5157426,1.9299127,5.967956
A74765790,CCS(=O)(=O)N1CCCC(C1)C(=O)NCCCOC(C)C,0.45809248,1.5783547,5.082047
A74772700,Cc1ccc(CN2CCN(Cc3ccc4cc(F)ccc4n3)CC2CCO)o1,-1.1168586,0.804739,3.2345128
A74776232,CC1CC(c2ccccc2)n2nc(NC(=O)c3cccs3)nc2N1,-0.09316351,1.4682716,3.5738287
A74786126,CNC(=O)CC1CC2(CCN(CC2)S(=O)(=O)c2ccccc2)Oc2ccccc12,3.2949586,7.971042,-0.17180865
A74790612,COc1ccc(NC(=O)C(CCS(C)(=O)=O)NC(C)=O)cc1,-0.57311535,-1.5021157,0.7111079
A74825878,COCC(C)NCc1cccc2ccccc12,2.6584022,3.7713397,9.166443
A74829880,COc1ccc(CC(=O)N2CCC3(CN(CC33CCN(C)C3=O)c3ncccn3)CC2)cc1,-0.508667,0.739955,1.9970607
A74834176,Cc1ccsc1C(=O)N1CCC2(CC1)NC(=O)CC2c1ccccc1,-0.9291633,1.2500178,3.7440875
A74837324,O=C(COC(=O)c1ccc(s1)-c1nc2ccccc2s1)NCC1CCCO1,0.9692529,3.0457315,6.6995573
A74845722,O=C(Nc1ccccc1Sc1ccccc1)C1CCCO1,0.06626125,-0.59377706,2.2321162
A74865248,Cc1ccc(cn1)C(=O)N1CCCC(C1)C(=O)c1ccc(Oc2ccccc2)cc1,-0.00064661924,-0.18629073,2.592235
A74901655,CCN(C1CCS(=O)(=O)C1)C(=O)COC(=O)c1cccn1C,-1.4012855,-1.3803504,2.3981917
A74921047,CC(C)C(=O)N1CC2CCC(C1)C2C(=O)NCCc1cccs1,0.85392636,3.5864933,7.899599
A74929841,[O-][N+](=O)c1ccc(Oc2ccc(cc2)C(=O)NCC2CCCO2)cc1,-0.30445552,-1.5430716,1.1108725
A74932788,CCOC(=O)N1CCC(CC1)NC(=O)C(Cc1ccccc1)NC(=O)c1ccco1,-1.1880176,-0.71495414,1.2668791
A74939897,COC(=O)c1cc2CS(=O)Cc2s1,-1.1886615,-0.5788824,1.5081854
A74947187,O=C(CC1NCCNC1=O)Nc1ccc2OCCOc2c1,0.3779947,3.4377284,7.3196983
A74959194,O=C(NCCCN1CCC(Cc2ccccc2)CC1)C1CN(C2CCCC2)C(=O)C1,-0.33798608,1.3605834,3.148645
A74965080,Fc1cccnc1NC1COC2(CCN(C2)C(=O)NC2CC2)C1,-1.2279215,-0.37246436,2.0527136
A74975734,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)c1ccccc1,-1.4631902,-1.3661071,1.5992382
A74980173,COc1c(N2CCNC(C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1,2.7258554,8.30556,-2.0357745
A75014229,CCOCC1CN(Cc2cc(C)on2)Cc2nnn(CC3CC3)c12,-1.1449767,0.33498064,3.6570525
A75023775,O=C(COc1ccc(cc1)N1CC(CC1=O)C(=O)NCc1ccccc1)N1CCOCC1,-0.6156678,2.9179437,4.9533343
A75026911,CS(=O)(=O)N1Cc2ccccc2CC1C(=O)OCC(=O)NCc1ccccc1,0.45755047,3.8457072,5.876134
A75059820,Cn1cc(CNC2CCc3c(C2)ccc(=O)n3C)cn1,0.71554554,3.871789,7.14764
A75060754,CCOCC1CC2(CO1)CCN(CC2)C(=O)c1ccc2ccccc2n1,-0.25670773,0.44737858,2.5740862
A75069024,O=C(NCC1COc2ccccc2O1)c1cccc(c1)S(=O)(=O)NCc1ccccc1,0.03621284,2.254634,6.1772404
A75077306,CCN1CC(CNCc2cn(nc2-c2ccccc2Cl)-c2ccc(OC)cc2)CC1=O,0.4913287,3.4549155,7.9032335
A75081170,CC(C)CCN1C(C(=O)NCc2cccnc2)c2ccccc2C1=O,-0.56662524,2.8718016,6.7376513
A75086816,Cc1ccc(cc1)-c1nn(CCC(=O)NCC2CCCO2)c(=O)c2ccccc12,-1.0469929,-0.7026916,2.2853212
A75099549,CN1CCCC2(CCCN(Cc3nc(Cc4cccc(c4)C(F)(F)F)no3)C2)C1,0.25602248,3.138884,6.525654
A75127383,CCc1cc(no1)C(=O)N1CCCC(CNC(=O)c2ccc(cc2)-c2ccccc2)C1,-1.1866306,-0.63035035,1.2855881
A75139315,CCN1C(=O)CCCC11CCCN(C1)c1cc(OC)ncn1,-0.7455754,-1.7862846,0.64981776
A75147472,Cc1ccccc1S(=O)(=O)N1CCC2(CC(CO2)n2ccnc2)C1,0.18372494,-0.47268355,2.3959672
A75153293,COc1ccc(cc1OC)C1=NOC(C1)C(=O)NCc1cccnc1,-0.9365741,0.7543378,3.3000276
A75161821,C1OC2(CC1Nc1ncccn1)CCCN(C2)c1ncccn1,-0.056281976,0.01682654,2.3079789
A75164758,OC(CCNCCc1c[nH]c2ccccc12)C(F)(F)F,-0.5865339,0.13619415,3.0123315
A75172354,CSCCC(NS(=O)(=O)c1ccc(C)c(c1)C(O)=O)C(O)=O,-0.26931122,0.5717501,3.5834405
A75184581,COCC(=O)NC1CC2(CCN(CC#N)CC2)Oc2ccccc12,-0.1320383,2.0305843,3.7572234
A75202680,CCN1CC(CN(C)Cc2nc(no2)-c2cccs2)CC1=O,-0.74822336,-1.9791346,0.95647466
A75204287,CC(C)Oc1ccc(CNCC2(O)CCOC(C)(C)C2)cc1,-1.4894527,-0.66829556,2.1368625
A75212238,CC1CC(C)CN(CCCNC(=O)c2ccc3n(cnc3c2)C2CCCC2)C1,0.5082304,-0.67880267,2.9027767
A75228756,Cc1ccc(o1)C(=O)N1CCC2(COC(COc3ccccn3)C2)CC1,0.83226955,3.8076859,7.4546824
A75235238,COC(=O)CC(NC(=O)C1CC1)c1ccc2OCOc2c1,-0.3157487,-0.7013252,2.2381327
A75236472,Fc1ccc(CN2CCC3C2CC(=O)N3CCN2CCOCC2)cc1,-0.34716076,0.78890693,3.2755775
A75242584,Cc1nc2C(O)c3ccccc3CCc2o1,-0.46720842,1.9210199,3.207555
A75243825,CC(=O)c1ccc(NC(=O)C2CCCN(C2)c2ncnc3n4CCCCCc4nc23)cc1,-1.0593814,-0.09320441,1.8727922
A75244388,NC(=O)CC1SC(N)=NC1=O,0.080736294,1.5162208,4.234747
A75252392,CC(Nc1nc(C)nc2oc(C)nc12)C(O)=O,-0.5057518,1.4068052,3.7886965
A75255952,Cn1cnc2n(C)c(=O)n(CC(O)CO)c(=O)c12,-0.48446304,1.8869952,3.4687223
A75269096,CC(N(C(=O)c1cccs1)c1ccccn1)c1ccco1,-0.061560072,-3.428683,0.57453763
A75276649,Fc1cnc(nc1)N1CC(Cn2ncccc2=O)Cn2ccnc2C1,0.27656582,-0.25061613,2.4552784
A75317665,CCN1C(=O)C(NC(C)=O)c2cc(CC)ccc12,-0.09930639,-1.2464066,1.7032024
A75331831,CN(C)C(=O)Cn1ccc(n1)C1CCNc2ccccc12,-0.8829914,-1.9945946,1.3777146
A75333372,Fc1cccc(c1)N1CCCC2(CN(CCO2)c2nncs2)C1,-0.30464742,2.5745716,4.817663
A75351128,CC(C)=CCN1CCN(Cc2cccn2-c2ncccn2)CC1CCO,-0.24406572,2.100552,3.9699392
A75371189,Cc1ncc(CN2CCN(Cc3ccc(C)cc3)C(CCO)C2)s1,1.1829247,3.993591,8.260686
A75389342,CN1C(=O)C(CC11CCN(Cc2cnn(C)c2)CC1)c1ccccc1,0.8521087,1.8074563,5.3579326
A75399515,CCOCC1CN(Cc2cncn2C1)C(=O)C=Cc1cccs1,-0.012111188,-1.9136714,1.1254331
A75400379,O=C(CCc1cnccn1)N1CCCC(C1)C(=O)c1cccc2ccccc12,-0.8283884,1.851137,3.1044583
A75404793,CCn1cc2CN(CC(COC)c2n1)C(=O)c1cccc(C)n1,0.95251626,2.4135816,5.5884056
A75420071,Cn1cc(CN2CCCC3(CCC(=O)N3)CC2)cn1,1.3123463,3.504694,7.38951
A75423427,CSCCC(NC(=O)c1ccccc1C)C(O)=O,0.77053,4.0844474,8.234147
A75433152,C(Cn1cccn1)N1CCN(CC2CCOC2)Cc2cccnc12,1.0394013,2.839391,6.5759807
A75440506,CC1CCc2n[nH]c(C(O)=O)c2C1,-0.18982767,-3.7793932,0.33022627
A75443474,Cn1c2nc(NC3CCCCC3)n(CC(O)COc3ccccc3)c2c(=O)n(C)c1=O,-0.94876844,1.0785817,2.5495632
A75449914,CCOCC1CN(Cc2cnn(C)c12)C(=O)C1=CCCC1,-0.5766091,2.2455556,5.9627886
A75469245,FC1(F)CCN(Cc2cccs2)CC11CCN(C1)c1ncccn1,0.66918546,3.9460258,8.522946
A75470033,OC(=O)C1CC(CCN1S(=O)(=O)c1cccc(F)c1)N1CCCC1,0.8248996,3.688813,7.446257
A75479077,Cn1nccc1C(=O)N1CCCC(C1)C(=O)c1ccc(Oc2ccccc2)cc1,1.0170189,4.101859,8.653988
A75479906,CC(N)C12CC3CC(CC(C3)C1)C2,0.11065433,2.5972233,5.5217996
A75481255,COc1ccc(Cl)cc1NC(=O)NC(C)C(C)(C)C,-0.29512835,2.9853854,4.427728
A75515633,CC1NCCC2(O)CCCCC12,-0.17404753,3.1433551,6.076978
A75517370,O=C(Cc1ccccc1)NCC1OCCc2ccccc12,-0.04323006,-0.45521292,4.685049
A75523959,CCOCC1CCC2(CCN(CC2)C(=O)CCc2ccccc2C)N1C,0.23910923,1.071177,4.1626096
A75527568,OC(CN1CCCC1=O)CS(=O)(=O)c1ccc(Cl)cc1,0.07628294,-3.356283,0.5844103
A75536694,O=C(N1CC(CN2CCCC2)Cn2ccnc2C1)c1ccsc1,0.5411721,2.7391825,5.6998434
A75537543,Cc1ccccc1N1CC2(CCN(C2)C(=O)Cc2ccc(F)cc2)CC1=O,-0.32612312,2.1231353,5.860746
A75552914,CN1C(C(=O)Nc2cc(C)on2)C(=O)c2ccccc2S1(=O)=O,-0.5185969,0.7534079,3.6080215
A75553277,COCC1CN(Cc2c(C)noc2C)Cc2ncn(CC3CC3)c12,2.1418045,3.9809098,9.608766
A75558683,COCCN1CCC2(CCCN(CC2)C(=O)c2cscn2)C1=O,-0.15244901,-2.0324643,1.0130332
A75564870,OC(CN1CCC(O)CC1)C(F)(F)F,-0.7904232,-3.1276648,0.08676269
A75569579,OC(=O)CN1CCCC2(CC(CO2)c2ncc(F)cn2)C1,0.38223207,3.7399998,7.093311
A75570183,CC(C)CN(CC(C)C)CC(O)COc1ccccc1Br,0.18199158,3.7275295,6.9987416
A75609927,CCOC(=O)C(Cc1ccccc1)c1ccnc2ncnn12,-0.22734134,1.0461664,2.1475818
A75615984,O=C(NCc1ccco1)C1Cc2ccccc2CN1C(=O)c1ccco1,0.2929045,2.9788153,5.8645635
A75617495,CC1CCc2c(C1)scc2C(=O)N1CCN(CC1)S(=O)(=O)c1cccs1,-0.14445758,-2.1530027,1.0002027
A75628845,CCN1C(=O)CC(c2ccncc2)C11CCN(Cc2nccs2)CC1,1.1068245,4.1467648,8.428048
A75638911,CC(=O)N1[C@H](Cn2cncn2)CC2CN(CCC12)c1ncc(F)cn1,1.4698589,3.54132,7.3813934
A75641450,Cc1nnc(NC(=O)C2CN(C(=O)C2)c2ccc(C)cc2)s1,0.23228118,3.8981225,7.277999
A75645837,COc1ccc(CCN(C)CC(O)c2ccccc2)cc1OC,-0.5920523,1.2954108,2.5156426
A75650051,COCCNC(=O)C(C)Oc1ccccc1,-1.4985613,-0.5179538,2.1181006
A75659017,O=C1CCCC2C3CCCN4CCCC(CN12)C34,0.113452084,3.635432,6.712779
A75664544,O=C(C1CCCN(C1)C(=O)c1cnccn1)c1ccc(Oc2ccccc2)cc1,-0.7329913,-0.07315487,1.50518
A75669220,CC(C)N1[C@H](CN(C)C)CC2CN(CCC12)c1ncc(F)cn1,2.2621388,3.9763966,9.815083
A75673042,CC(CNCCNc1ccc(cc1)[N+]([O-])=O)Oc1nonc1C,-0.83162504,-2.157822,0.31715494
A75699114,O=S(=O)(C1CC1)N1CCOC2(CCCN(C2)c2ccccc2)C1,1.3248047,3.3664114,8.010268
A75715154,Cc1ccc(o1)C(=O)N1CCCC2(CC(CO2)n2ccnc2)C1,0.407578,0.5299871,3.2930226
A75736731,CCCN1CCN(CC1)S(=O)(=O)c1ccc2NC(=O)C(C)C(=O)Nc2c1,-0.941256,-1.4053285,0.32641938
A75751003,CC(CC(=O)Nc1ccc2OCOc2c1)n1nc(C)cc1C,-0.96767265,2.0324147,4.2443604
A75759533,CC(C)N1CCC(CC1)N1CCN(Cc2cc(F)ccc2-n2cccn2)CC1CCO,2.8842695,3.0100725,7.732078
A75785305,O=C(CC(Cc1ccccc1)c1ccco1)NCc1ccco1,0.5389243,0.84242266,3.2239423
A75799935,CN(CC(=O)NC1CCCc2ccccc12)S(=O)(=O)c1cccs1,-0.74173355,0.43569136,2.1531482
A75803137,Fc1cccnc1OCC12CCCOC1CCN(Cc1ccncc1)C2,-0.862865,-1.0420889,1.0165184
A75808869,Cc1ccc(CN2CCC3(CC(CO3)N3CCCC3)CC2)s1,-0.7597602,-0.82015586,1.2860643
A75827889,CC(=O)N1CC(COCC2CCOCC2)c2c(C1)ncn2CC1CC1,-1.3389177,-0.113698766,3.3292694
A75832342,CC(=O)N1N=C(CC1c1ccco1)c1ccc(C)cc1,0.9157465,3.6180148,8.23006
A75850590,CCn1cc(C(O)=O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,2.7074919,8.349362,-2.1299868
A75863315,Cc1noc(C)c1S(=O)(=O)N1CCCC(C1)C(=O)NCCc1ccc(C)cc1,-0.68412626,-0.26634675,2.495382
A75870428,O=C(OCC1CCCN2CCCCC12)c1ccc2OCOc2c1,-0.45679134,2.5902226,7.1656833
A75875997,O=C1N2CCc3ccccc3C2Cc2c1cnc1c(cnn21)C#N,1.0175416,3.7808547,7.017675
A75877630,CC1Cc2ccccc2N1S(=O)(=O)c1cccc(c1)C(=O)N1CCCCC1,0.5622323,-0.3638016,3.2653153
A75879565,COC(=O)C1CCCN1S(=O)(=O)c1ccc2ccccc2c1,-0.26193187,-3.074138,0.54820526
A75885041,CC1(NC(=O)N(CC(=O)Nc2nc(cs2)-c2ccccn2)C1=O)c1ccccc1,2.7533193,7.8904066,-0.9191255
A75919782,Nc1nc(=O)c2N(C=O)C(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1,0.13186395,2.8574572,6.5164433
A75935363,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,2.1810648,3.7967649,9.014892
A75936124,COc1ccc(cc1)C(CNC(=O)c1ccc(cc1)N1CCCC1=O)N(C)C,0.3391946,2.623861,4.8552074
A75947168,C(N1CCOCC2(CNCCO2)C1)c1ccncc1,0.26441637,1.7236465,4.1682167
A75948251,CC1C(NC(C(C)C1=O)c1ccc(O)cc1)c1ccc(O)cc1,-0.54639757,-3.5538049,0.044956934
A75954942,Clc1ccc2OCC(=O)N(CC(=O)NCC3CCCO3)c2c1,-0.98805714,-0.7349199,1.0630089
A75969822,COc1cc(ccc1O)C(O)CN,-0.019111935,1.242342,5.065235
A75971882,CN(C)C(=O)N1CCc2c(nnn2C)C1COCc1cccnc1,0.28047472,3.4871857,6.292703
A75984215,CCOCC1N(Cc2ccc3OCOc3c2)CCc2cnn(CC)c12,0.9157908,3.0088599,5.9839573
A75986610,Cc1ccc(cc1)S(=O)(=O)N1CCCC(C1)C(=O)N1CCCc2ccccc12,-1.2543609,-2.448244,1.1907166
A76034098,O=C(Nc1ccncc1)C1CC1c1ccccc1,0.76444155,1.6932197,4.231968
A76043551,CC(O)(C#CCN1CCCCCC1)c1ccccc1,0.12384554,2.036765,4.6458426
A76044862,Fc1cnc(nc1)N1CC(COc2ccccn2)Cn2cncc2C1,0.04084048,3.297296,6.5794044
A76049914,CCC(C)C(=O)Nc1cc(OC)c(OC)cc1C(O)=O,-0.018170698,1.8181278,4.7747297
A76052530,Cn1cccc1C(=O)N1CCC2OCCN(C2CC1)S(C)(=O)=O,12.282897,-1.7836714,4.914474
A76054950,C=CCOC1C2CCC1N(CCO2)S(=O)(=O)c1ccccc1,0.6388372,1.3954659,4.81302
A76058098,CN(C)C(CNC(=O)c1ccc2C(=O)c3ccccc3S(=O)(=O)c2c1)c1ccco1,0.68180513,0.58796704,3.6199653
A76068804,Fc1ccc(CN2CCC3C2CCC(=O)N3CC2CCOCC2)cc1,1.1292956,2.9842448,6.9321504
A76093745,CC(C)N1C2CCC1CN(C2)C(=O)c1cccc(c1)C#N,-0.7489355,-2.9413512,0.25100946
A76109064,COc1ccc(N2C(Nc3ccccc3C2=O)c2ccc(NC(C)=O)cc2)c(OC)c1,-0.9895464,0.46064803,3.6010091
A76114282,OC(CNC1Cc2ccccc2C1)COc1ccc(F)cc1,0.13246535,-3.1561582,0.7082567
A76121540,Oc1ccccc1C1=NOC(C1)C(=O)NCCc1ccccc1,0.06945686,3.1074765,7.914315
A76174066,O=C1CC(CN1)c1ccc(cc1)S(=O)(=O)NCc1ccncc1,0.758405,3.071595,6.8438797
A76205375,CC(C)NC(=O)C1Cn2ccnc2C2(CCN(CC2)C(=O)c2ccc[nH]2)O1,0.7266513,3.7110984,6.7899446
A76207046,OC(CN(c1ccccc1)c1ccccc1)CN1CCCCC1,-0.80346733,1.9926481,3.4760494
A76210632,CCN(CC)C(=O)C1Cn2ccnc2C2(CCN(CC2)C(=O)NC2CCCC2)O1,2.7254767,3.7895637,9.254674
A76210690,Cc1cccc(n1)C1Nc2ccccc2C(=O)N1c1ccccc1,0.43048197,3.7441552,6.9764576
A76210792,COCC(=O)N1CCC(CC1)Oc1ccc(cc1)C(=O)NC1CCOC(C)(C)C1,-0.99829394,-0.6081211,2.6303272
A76211442,CC(C)Nc1ccnc(n1)C1COCCN1CC1CCOCC1,-0.13869695,-0.29375142,2.312095
A76220044,CC12CCC(CC1O)(C(=O)Nc1ccncc1)C2(C)C,1.3341626,3.9975944,9.379532
A76239572,COc1ccc(OC)c(NC(=O)N2CCCC(CNS(=O)(=O)c3cccs3)C2)c1,0.4274523,-0.5614789,2.7265956
A76248016,COc1ccc(CN2C(C(=O)NC3CCC(C)CC3)c3c(C)n(C)c(C)c3C2=O)cc1,0.7925318,3.6697178,7.751494
A76256436,COCC1C(=O)N(CC2CC2)CC11CCN(CC1)C(=O)N1CCCC1,-0.434026,2.309834,4.3695545
A76265175,COCCN1C2COCC1CN(Cc1cccc(C)c1)C2,-0.49117857,1.0390633,2.5751772
A76279015,CCOCC1COCCC11CCN(CC1)C(=O)C1CC(F)(F)C1,-0.28721377,0.19314294,2.2787178
A76302436,CC(=O)OC(C#CCN1CCOCC1)c1ccccc1,-0.43835115,-0.6015637,2.0321732
A76303589,CN(C)CCN1C2CCN(C2CCC1=O)C(=O)Cc1cccc(F)c1,-1.2935975,-1.5024401,2.2172067
A76308459,CC1CCCCN1CCCNC(=O)c1cc(Br)c(Br)[nH]1,-0.5313361,2.759881,6.9400334
A76319620,CC(=O)NC(=O)NC1CSCC1OC(C)=O,-0.68790203,-2.122409,0.34400326
A76321445,CCOC(=O)C1CN(Cc2nccs2)Cc2ncn(CC)c12,1.2138182,2.390426,6.009242
A76323721,CC1CN(CCN1c1ccc(C)cc1)S(=O)(=O)c1c(C)noc1C,-0.59915394,-2.5710764,0.65040696
A76331194,Cc1nc(cs1)C1COCCN1C(=O)COc1ccc(C)cc1,-0.07303832,0.88857853,2.8449965
A76342156,Oc1ccc(\C=N\N2C(Nc3ccccc3C2=O)c2ccc(O)cc2)cc1,0.5545669,2.5970206,5.5267015
A76346603,NC(=O)N1CC(COCC=C)Cn2ccnc2C1,1.1585478,3.8337846,7.757303
A76347261,Cc1cc(C(=O)Cn2cnc3cc(ccc3c2=O)[N+]([O-])=O)c(C)n1CC1CCCO1,-0.22328079,-0.9491027,1.7202758
A76349820,OC(=O)c1ccc2NC(C3CC=CC3c2c1)c1ccncc1,-1.1199876,-0.77342904,2.1345155
