compound_stem,SMILES,u1,u2,u3
K69681876,OC[C@@H]1N[C@@H](CNC(=O)CN2CCOCC2)[C@H]1c1ccc(cc1)-c1ccccc1,12.284219,-1.2620065,4.403042
K69682687,O=C(N1CCN(CC2CC2)c2ncccc2C1)c1ccc[nH]1,1.1163366,4.131437,8.350335
K69687285,COc1ccc(NC(=O)CN(C)C(=O)c2cc(nn2-c2ccccc2)C2CC2)cc1,-0.034216966,-2.0603979,1.4963927
K69688083,CN(C)C(=O)Oc1ccc[n+](C)c1,-0.019177826,0.22899823,4.143853
K69689045,Cc1cc2c(nc(oc2=O)-c2ccc(F)cc2)s1,1.4094713,3.1743262,7.2062306
K69690542,CN(C)S(=O)(=O)c1cccc(c1)C(=O)N1CCc2ccccc12,1.4807557,3.5723162,8.352462
K69693711,CCN(CCn1cccn1)C(=O)c1cc(COc2cccc3cccnc23)on1,0.2591417,1.8688728,5.81008
K69694208,O=C(c1ccco1)n1nc(nc1NCc1ccco1)-c1cccnc1,0.87099135,2.660407,6.0241785
K69694501,COC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4ccc(C)cc4)cc3C(=O)N2C)O1,1.6463147,2.8368542,8.00678
K69694557,OC[C@@H]1O[C@@H](CC(=O)NC2CCC2)CC[C@@H]1NC(=O)C1CC1,-0.9605425,-0.6560119,1.2164408
K69694842,CCC(=O)N1C[C@@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(cc1)C#CCC(C)C,0.91887665,2.1660395,5.942192
K69698931,CCC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)c1ccc2OCOc2c1,-0.60432243,2.0501933,3.8970125
K69701511,CN1[C@H]2CC[C@H](CC(=O)NCc3ccccc3F)O[C@H]2COc2ccc(NC(=O)C3CCC3)cc2C1=O,-0.30074525,-2.7267375,0.7723583
K69710617,C(Sc1nnc(o1)-c1ccccc1)c1cn2ccsc2n1,0.08122393,-0.3726233,2.6777458
K69713204,OC[C@@H]1O[C@H](CC(=O)NCc2ccccc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)NC3CCCCC3)cc21,-0.22349706,0.23711851,1.9891242
K69717455,CCOC(=O)[C@]12CN(C[C@H]1CN(CCC2)C(=O)c1ccccn1)C(C)=O,0.83183074,3.9139016,7.724276
K69721243,CCn1c(=O)n(C)c2nc3SCCn3c2c1=O,-0.029373262,1.5794288,5.039318
K69724283,Cc1csc(SCCn2c(Br)nc3n(C)c(=O)[nH]c(=O)c23)n1,1.088449,2.6395147,6.197292
K69724971,CC(C)N(C(C)C)C(=O)COc1ccc(Cl)c(C)c1,-1.0481242,-2.6996567,0.80705357
K69726223,OC(=O)CC1(C(=O)c2ccccc2C1=O)c1ccccc1,0.13206863,-2.5583115,0.9283704
K69735552,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)c1ccccc1F)c1ccccc1,-1.0268124,-0.18413377,3.58352
K69740275,COCC(=O)Nc1ccc2c(OC[C@@H](C)N(Cc3ccncc3)C[C@H](C)[C@@H](CN(C)C2=O)OC)c1,-0.8848699,1.8648418,5.6121464
K69740426,CCOc1ccc(cc1)-c1cc(CCCC(=O)Nc2cccc(OC)c2)no1,0.6838409,1.7514714,4.3982673
K69740526,COc1ccc(NS(=O)(=O)c2cccs2)cc1S(=O)(=O)N1CCCCC1,-1.2677015,1.6945784,5.1823945
K69742210,CCCN1CCC(CC1)NC(=O)CC#N,-0.9368172,1.4448017,5.3221893
K69744800,OC[C@@H]1N[C@@H](C#N)[C@H]1c1ccc(cc1)C#Cc1ccc(F)cc1,-0.31470606,-0.037550654,2.881916
K69747137,COc1ccc(NC(=O)c2ccc3n(C)c(=O)n(C)c3c2)cc1,0.17754596,3.691384,6.298605
K69750939,OC[C@@H]1N(C(=O)c2ccccn2)[C@H](C#N)[C@H]1c1ccc(cc1)C#CCC1CCCC1,2.8157113,7.9390383,-1.0159068
K69761365,COc1ccccc1-c1ccc2N[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CC1,1.2829413,2.7118983,8.577673
K69767215,OC[C@H]1[C@@H](c2ccccc2)C2(CN(CCC(F)(F)F)C2)N1Cc1cncnc1,-0.15257047,0.3761527,4.081427
K69768745,COCCN(C[C@H]1[C@@H]([C@@H](CO)N1C(C)=O)c1ccccc1)C(=O)c1cccnc1,-0.5711346,2.2562795,6.62257
K69772420,COc1ccc(NC(=O)CN(C)C(=O)c2ccc3ccccc3n2)cc1,-1.1571058,-0.20240153,2.0137525
K69774424,CN(C)C(=O)N1CC[C@H]2C[C@@H](O[C@H]2C1)c1nc(C)no1,-0.8552346,-2.2821436,0.5248034
K69774710,O=C(COc1ccc2oc3CCCCc3c2c1)Nc1ccccn1,-0.63415813,-1.8930451,0.43019596
K69776681,CC[C@H]1N(C(C)C)c2nc(Nc3ccc(cc3OC)C(=O)N[C@H]3CC[C@@H](CC3)N3CCN(CC4CC4)CC3)ncc2N(C)C1=O,0.50002205,0.27931958,3.1138475
K69777218,OC[C@@H]1N[C@H](C#N)[C@H]1c1ccccc1,-0.34078512,-0.6042876,1.0896748
K69781643,Clc1ccc2nc(CN3CCCCCC3)cn2c1,2.798056,3.4849403,8.547377
K69785670,COC(=O)C1CCN(CC1)C(=O)COC(=O)c1ccc2[nH]c3CCCCc3c2c1,-0.8948027,0.18456918,1.5371226
K69786333,CN(C)C(=O)[C@H]1[C@H](CO)[C@H]2Cn3c(ccc(-c4ccc(F)cc4)c3=O)[C@@H]1N2C(C)=O,-1.4144552,-0.28599098,3.1626434
K69788224,CCc1nnc(NC(=O)COc2ccc(cc2)N(C)S(=O)(=O)c2ccc(C)cc2)s1,-0.5562596,-0.7686037,2.224791
K69788258,CC(C)NC(=O)N1[C@H](CO)[C@H]2[C@@H]1CN(C(=O)Nc1ccccc1)c1ccccc21,0.313365,3.1876414,5.8390093
K69790510,Cc1cccn2c(CN3CCSCC3)c(nc12)C(=O)N1CCOCC1,-0.18066652,-2.2280445,0.8399655
K69790846,COc1ccc2n(c(C)c(C(=O)N3CCN(C)CC3)c2c1)-c1ccccc1,-0.072706796,2.9164817,6.0962915
K69795113,O=C(N1CCN(Cc2ccncc2)CC1)c1cccs1,-0.45801505,2.4366846,6.5351706
K69795941,CCCNC(=O)N1C[C@]2(CCN(C)CC2)c2c([C@H]1CO)n(C)c1cc(OC)ccc21,0.7247278,3.6728547,6.326
K69801233,Cc1nonc1-c1csc(N)n1,-0.119711846,-1.5035173,3.9214303
K69801747,Cc1cc(-c2ccccc2)c2c3n(C)c(=O)n(C)c(=O)c3cn2n1,-0.62935376,-1.8665024,0.7896839
K69803214,OC[C@H]1[C@H]2[C@H](CN(C(=O)c3ccc4OCOc4c3)c3ccccc23)N1C(=O)CC1CC1,-1.043659,1.2495222,5.5132217
K69805529,OC[C@H]1[C@H]([C@@H]2CN(CCCCN12)S(=O)(=O)Cc1ccccc1)c1ccc(cc1)-c1cccnc1,2.7161543,8.243504,-1.8396677
K69806866,Cc1ccc(NC(=O)c2cc(NC(=O)c3ccco3)ccc2N2CCOCC2)cc1,-0.2621143,0.66705406,2.7681253
K69807824,O=C(CCCCCN1C(=O)c2cccc3cccc(C1=O)c23)NCc1ccco1,-1.3547176,-1.3590013,2.0980585
K69809515,Cc1noc(C)c1COc1c(Cl)cc(Cl)c2ccc(C)nc12,1.2084509,4.180407,8.731426
K69811524,CS(=O)(=O)N1CCC2(CC1)CN(C(=O)CO2)c1cccnc1,0.48970932,-0.74702156,2.8401427
K69812556,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,-0.61337113,2.4938998,4.4731236
K69816968,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)Nc3cccc(F)c3)c3ccccc23)N1C(=O)c1ccccc1F,12.2611065,-1.9077122,5.013478
K69821119,CS(=O)(=O)N1CCc2sc(cc12)C(=O)Nc1ccccc1F,2.150258,3.98465,9.499043
K69822916,O=C(N1CCn2c(CN3CCCC3=O)nnc2C1)c1ccoc1,0.060277425,1.0060899,3.8002646
K69823323,COc1ccc2c3c([C@H](CO)N(CC4CC4)C[C@]33CCN(CC3)S(=O)(=O)c3cn(C)cn3)n(C)c2c1,12.036369,-2.4579654,5.287118
K69824886,CSc1cc(nc(c1)-c1ccc(Cl)cc1)-c1ccncc1,1.3155237,3.6676004,9.489092
K69829107,C1C2CC3CC1CC(C2)(C3)c1nc2cc[nH]cc2n1,-0.8305149,1.667801,5.9512978
K69829597,CC(C)c1sc(Cl)nc1C(=O)N1C[C@H]2[C@H](N)c3ccccc3[C@H]2C1,1.7466232,4.012458,8.919176
K69834120,O=C(N1CCN(CC1)C1CCN(Cc2ccccc2)CC1)c1cccs1,-0.75020015,-0.82018745,0.9924287
K69837953,N\C(=N/N=C/c1ccc(Br)o1)c1nonc1N,-0.6270838,1.2751812,2.9353688
K69838300,FC(F)(F)c1cc(nc2cc(nn12)C(=O)NCc1ccco1)-c1ccc2OCOc2c1,-0.96819085,-1.14285,1.5527331
K69841349,CN(C)c1nc2ccc(OCCN3CCCCC3)cc2s1,-1.1996638,1.1536099,5.1523075
K69842674,CN(C)c1oc(nc1C#N)-c1cccs1,1.1599121,4.078973,7.866098
K69844659,Clc1ccc(NC(=O)c2ccco2)c(c1)C(=O)Nc1ccncc1,0.28212786,3.5584495,7.455946
K69845562,COCC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2CCC(F)(F)F)c1ccccc1,0.17508352,1.276128,5.091881
K69849083,CCOc1ncccc1C(=O)OCc1cn2cc(Cl)ccc2n1,1.2292409,4.1437716,8.677445
K69852010,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)CC(F)(F)F)c3ccccc23)N1C(=O)c1ccncc1,12.137726,-2.1135104,5.0409155
K69854683,CCNCc1cc(ccc1OCC)[N+]([O-])=O,0.07477746,1.9726202,5.0304475
K69855419,COc1ccc(cc1)-c1nc2n(Cc3ccccc3)c(=O)[nH]c(=O)c2n1C,0.17592841,1.004421,4.504721
K69857611,CCC(=O)N1CC2(C)CN(CC(C)(C1)C2)C(=O)CC,-1.2081751,-1.9033375,1.7020195
K69857904,OC[C@H]1O[C@H](CC(=O)N2CCOCC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)NC3CCCC3)cc21,0.46132824,2.9942062,5.1321883
K69859904,COc1ccc(cc1)-n1cnnc1SCc1ncc(o1)-c1ccccc1,1.0156589,4.1594014,8.179092
K69865219,Cc1cc(NC(=O)c2cccc(n2)C(=O)Nc2cc(C)on2)no1,0.002025195,-0.46875846,2.198703
K69865527,C=CCN1CC2(CCN(Cc3cccnc3)CC2)OCC1=O,-0.21899644,2.5694957,6.827053
K69868264,CN(C)C(=O)[C@]12CN(C[C@H]1CN(CCC2)C(=O)c1ccc(C)c(C)c1)c1nnc(C)o1,2.663929,3.8138535,9.342794
K69881829,Cc1cc(no1)C(=O)N1C[C@H]2C[C@@H]3[C@](CN(Cc4cccc(Cl)c4)S3(=O)=O)(C1)O2,0.79247487,3.3110273,6.5334215
K69889828,CC(C)N1CCO[C@@H]2CN(Cc3nccs3)C[C@H]12,-0.51555365,2.357883,5.5642443
K69892607,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCC2)Oc2ncc(cc2C1=O)C#Cc1ccccn1,0.95259935,2.9276037,6.3272386
K69893350,Fc1ccccc1S(=O)(=O)N1CC[C@@H]2NC(=O)C[C@H]12,-0.72150713,-2.9640987,0.21831708
K69894183,C(Cn1nnnc1-c1ccccc1)OCCn1nnnc1-c1ccccc1,-1.0383127,0.69157326,3.347077
K69894866,CN(C[C@H]1N[C@@H](CO)[C@@H]1c1ccc(cc1)C1=CCCC1)C(=O)c1ccccn1,-0.7679119,0.5804241,2.8502777
K69895846,CCOC(=O)Cc1csc(NS(=O)(=O)c2ccc3ccccc3c2)n1,-0.1078044,2.9963849,5.2782927
K69899206,CN1CCN(CC1)C(=O)c1ccc2SCCN(Cc3ccccc3)c2c1,-0.6461298,2.0346134,4.350501
K69900448,CS(=O)(=O)c1cccc(c1)C(=O)OCCCC(=O)c1ccccc1,-0.20588109,2.30322,3.4277842
K69901466,C[C@H](NC(=O)C[C@@H]1CC[C@@H](NC(=O)C2CC2)[C@@H](CO)O1)c1ccccc1,0.26256743,3.197359,6.4919677
K69902169,COc1cc(CNC(C)(C)C)ccc1OCC(=O)NC(C)(C)C,0.39792287,3.184242,6.550878
K69902431,O=S(=O)(N1CCOCC1)c1ccc(cc1)S(=O)(=O)N1CCN(CCC#N)CC1,0.07733725,3.465465,7.4813004
K69902450,COc1ccc(Oc2ncnc3n(Cc4ccccc4)cnc23)cc1,0.766002,3.9283044,8.514655
K69902754,O=C(Nc1ccc2OCCOc2c1)c1ccccn1,0.115918435,-1.2431512,1.5237713
K69903296,Fc1ccc(cc1)N1CCN(CC1)C(=O)c1cn(CC2CCCCC2)nn1,-0.12628253,-3.1925988,0.8569806
K69904736,CN(CC(=O)Nc1cccnc1)S(=O)(=O)c1ccc(C)cc1,1.2232311,4.114796,8.235424
K69905841,C\C=C\c1ccc2N[C@@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)C1CCCC1,0.033782925,-3.0110013,1.3526145
K69906124,O=C(Nc1ccncc1)c1ccc(cc1)N1CCCC1=O,0.31727937,2.3734615,4.583221
K69907510,CC(C)(C)c1cc([nH]n1)C(O)=O,-0.98774076,-0.53578156,1.2886258
K69909616,Cc1cc(C)n(CCc2nc(cs2)-c2cc3ccccc3o2)n1,-0.07618702,2.8935807,4.5975556
K69909719,COCC(=O)NC[C@H]1N[C@H](CO)[C@@H]1c1ccc(cc1)C1=CCCC1,-1.2069738,-1.0163836,1.6775888
K69913685,Cn1cnc(c1)S(=O)(=O)N1CCCCN2[C@H](CO)[C@@H]([C@H]2C1)c1ccc(cc1)-c1cccc(F)c1,2.694687,8.439477,-2.2874596
K69913901,COCCn1c(SCc2cnc(s2)-c2ccccc2)nnc1-c1ccncc1,-0.8135774,2.1064155,3.5879984
K69918131,COc1ccc(CCC(=O)N2CCCc3ccccc23)cc1,1.0583112,3.164073,8.62255
K69921054,Cc1nc(CN2CC3(CCN(CC3)c3ncccn3)OCC2=O)cs1,3.257582,7.890133,-0.034990344
K69923531,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)Oc2ncc(cc2C1=O)C#CC1(O)CCCC1,1.2546413,3.9690924,8.3778515
K69929971,CCOCCCNS(=O)(=O)c1ccc2N(CCc2c1)C(=O)CC,-0.09508553,-1.6637115,1.6746179
K69931683,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@@H]2N(CC2CCCCC2)C1,-1.0133997,1.9422722,4.47473
K69932143,Cc1onc(c1C(=O)Nc1ccc(cc1)C(=O)N1CCCCC1)-c1ccccc1,0.25521502,-0.89293885,3.191292
K69932263,CN1CCN(Cc2nc3n(C)c(=O)n(C)c(=O)c3n2CCCc2ccccc2)CC1,0.2584586,3.3006556,5.403341
K69932985,COC(=O)c1c(C)oc(C)c1S(=O)(=O)N1CCCC1,-0.28306952,-1.8417205,2.7166467
K69934199,O=C(COc1ccc2ccccc2c1)N1CCN(Cc2c[nH]c3ccccc23)CC1,1.6879294,3.7748146,9.880772
K69936629,CC(C)C#Cc1ccc(cc1)[C@H]1[C@H](CO)N([C@@H]1C#N)C(=O)c1cccc(F)c1,2.7211215,8.216161,-1.7607902
K69938607,Cc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)N\N=C\c1ccncc1,0.5851744,2.373628,5.835942
K69939042,CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(C)=O,-0.32005936,-0.19714168,2.5300002
K69940933,OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)C2CCC2)N1CCC(F)(F)F,-0.6708372,1.3996096,3.1139653
K69941545,Clc1ccccc1S(=O)(=O)N1CCN(CC1)C(=O)CCC(=O)c1ccccc1,-0.25378582,-0.8034244,1.7639565
K69942740,CCn1nc(C(=O)NCCc2ccc3OCCOc3c2)c2ccccc2c1=O,0.37001348,3.8042302,8.020661
K69944535,OCCC(=O)N1CC[C@H]2[C@H]1CC(=O)N2c1ccsc1,1.7617905,4.0256143,9.294579
K69945371,CC(C)C(NC(=O)Cc1ccccc1[N+]([O-])=O)C(C)C,-0.767242,0.23217271,4.2698574
K69946894,CN(CCOc1ccccc1)C(=O)c1cc(nc2ccccc12)-c1ccco1,0.027563443,2.2848456,6.385853
K69951709,Cc1cc([nH]n1)C(=O)N\N=C\c1cccs1,-0.76458323,2.0764012,5.845312
K69952684,Fc1cccc(c1)-n1nnc2c1ncn(CC(=O)Nc1ccc3OCCOc3c1)c2=O,-1.2812848,-1.770201,1.7319988
K69958892,OC[C@@H]1[C@@H]([C@H](C#N)N1C(=O)Cc1cccnc1)c1ccccc1-c1ccccc1,-0.4234459,2.5535064,5.0141063
K69962670,COC(=O)c1ccc(CN2C[C@H]3[C@H]([C@H](CO)N3C(=O)C2)c2ccc(cc2)\C=C\C)cc1,-1.2897891,-0.5355669,1.9197611
K69963794,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(C)CC3)C(=O)C3CCOCC3)n(C)c2c1,0.3035791,-0.23559703,3.1639433
K69965688,Cc1ccc2c3CCc4nonc4-c3[nH]c2c1C,0.33922112,4.0642514,6.8982215
K69965749,Cc1ccc(s1)C(=O)NCC(O)=O,-1.3118045,-1.9100553,1.4630702
K69975818,C[C@H](O)C#Cc1ccc2c(O[C@H](CN(C)C(=O)Cc3ccccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.0047685155,3.1165829,7.818409
K69977542,Cc1nc(Sc2nnnn2C)c2c3CCCc3sc2n1,-0.14459033,-3.533767,0.42760494
K69980357,COC(=O)c1sc2nc(-c3ccccc3)c3CCCCc3c2c1N,0.097568914,0.49160546,4.4507923
K69983472,Cc1nn(c(C)c1NC(=O)Cc1cccs1)-c1ccccc1,1.4930118,4.0653877,9.434062
K69984300,O=C(Nc1nc2ccccc2c(=O)s1)c1ccco1,0.13925277,3.4684026,7.0834317
K69984496,C\C(c1ccccc1)=N/NC(=O)Nc1ccccc1,0.14638357,3.8109705,7.204958
K69989611,CO[C@@H]1CCN([C@H]2CN(CC3CC3)C[C@@H]12)C(=O)c1cccc(C)n1,0.7075979,4.0820465,8.007553
K69991052,CN(C[C@H]1N[C@@H](CO)[C@H]1c1ccc(cc1)C1=CCCCC1)S(C)(=O)=O,-0.66597515,2.368758,4.9766173
K69997506,COCCNC(=O)COC(=O)c1cccnc1SC,-0.76036,-0.6571557,1.6782312
K69999033,O=C(CCCSc1nc2ccccc2[nH]1)NC1=NCCS1,-0.7532136,-1.980172,0.5717418
K70002704,CC(C)C#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@@H]12)C(=O)c1ccc(F)cc1,11.992209,-2.316105,5.110475
K70002786,Cc1ccc(CCNC(=O)c2nn(C)c-3c2CS(=O)(=O)c2ccccc-32)cc1,-0.45370796,1.7358668,4.950292
K70006798,Cc1c(nnn1-c1nonc1N)C(=O)N1CCCCCC1,-0.51286435,-1.9261076,0.85993445
K70008989,Cc1onc(c1C(=O)OCc1nnc(o1)-c1ccccc1)-c1ccccc1,-0.2107949,3.7765281,6.3443966
K70012239,Clc1cccc(CN2C[C@@H]3C[C@H](N4CCC[C@@]34C2=O)c2ccccn2)c1,-0.39601153,0.03707091,4.0460978
K70014585,Cc1nc2cc(ccc2[nH]1)C(O)=O,-0.36123574,0.44403055,2.0699499
K70024740,Clc1ccc(cc1S(=O)(=O)N1CCCCCC1)C(=O)NC1=NCCS1,0.43707958,2.3073795,5.0397143
K70026454,Nc1nnc(CC2=CCCCC2)s1,0.026565263,-0.6831079,2.3845859
K70035231,OC[C@H]1[C@H]([C@@H](C#N)N1C(=O)C1CCC1)c1ccc(cc1)-c1ccccc1F,0.9615874,3.8624413,9.111915
K70037082,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@@H](CO)N([C@H]1C#N)C(=O)C1CC1,1.1871936,1.7619388,5.709166
K70045661,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)NCc3ccc(Oc4ccccc4)cc3)CC[C@H]2N(CCc2ccccc2)C1,1.1026373,3.100499,8.384696
K70048074,Cn1nc(c2cc(sc12)C(=O)N1CCOCC1)C(F)(F)F,-0.10913288,-1.454192,3.989398
K70050916,COCCN1CCc2ncc(CNC(=O)c3nccn3C)n2CC1,-0.1793999,2.1747432,4.6551857
K70057550,O=C(OCc1cccs1)c1ccccc1NS(=O)(=O)c1ccc2OCCOc2c1,-0.7588189,1.1340771,2.6700559
K70066337,COc1ccc(OCC(=O)Nc2cc(ccc2OC)-c2nn(C)c(=O)c3ccccc23)cc1,-0.97931784,-1.2226411,0.77263427
K70066730,OC[C@H]1O[C@H](CC(=O)NCc2cccnc2)C[C@H]2[C@@H]1Oc1ccc(NC(=O)c3cccnc3)cc21,0.611797,3.808064,7.898152
K70072832,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(C)(=O)=O)Oc2ncc(cc2C1=O)C#CC1(O)CCCC1,0.56566495,1.9695807,4.8874755
K70075321,CN(C)CC(=O)N1[C@H](CO)[C@@H](c2ccccc2)C11CN(C1)C(=O)c1ccc(F)cc1,0.19449951,3.3143995,5.9021106
K70076807,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc2ncc(cc2C1=O)-c1ccc(cc1)C#N,-0.39580446,3.2011123,6.789163
K70079207,CCOCC(=O)N1CCO[C@@H]2[C@@H](CC[C@@H]12)OCCN1CCCC1,-1.3483678,0.261061,3.095595
K70083146,COc1ccc2c3c([C@@H](CO)N(C[C@]33CN(C3)C(C)=O)C(=O)c3ccccc3)n(C)c2c1,12.280814,-1.5734012,4.7157965
K70085558,CCOC(=O)c1c(NC(C)=O)sc2c(OC)cccc12,-0.76286,-0.17356157,1.7620361
K70095683,CC(C)CC(=O)NCc1ccc2n(C)c(C)cc2c1,1.551624,2.4121644,8.594928
K70097559,COc1ccccc1NC(=O)N1CCN(CC1)c1ccc2nnc(-c3ccc(F)cc3)n2n1,-1.2537869,2.0194814,4.2645397
K70098187,CCn1c2ccccc2c2cc(CN3CCN(CC3)C(=O)c3ccco3)ccc12,1.0245298,3.7154243,8.119134
K70098394,C(n1ccnc1)C1(Cn2ccnc2)COC1,0.684373,3.1410828,6.519146
K70098525,CN(C)CC(=O)N1C[C@H]2COC[C@]2(C1)c1nnc(o1)C1CC1,-0.20027547,1.9927444,3.7214959
K70102305,O=C1CSc2ccccc2N1,-0.47938576,-0.35016805,2.3405695
K70103169,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)CCC1CCCC1,1.40099,3.7856925,8.397263
K70112733,OC[C@@H]1[C@@H]2[C@@H](CN(C(=O)c3cccc(F)c3)c3ccccc23)N1C(=O)c1ccccn1,0.96634656,2.829044,5.9994717
K70120047,C(N1CCO[C@H]2[C@H](CC[C@@H]12)Oc1cccnc1)c1cccnc1,-0.878225,-0.4491148,2.1333427
K70122670,O=C(CCN1c2ccccc2Sc2ccccc12)Oc1ccccc1,0.1690042,-2.607085,1.4903495
K70126067,COc1ccccc1-c1ccc(cc1)[C@H]1[C@@H](CO)N[C@@H]1CNC(=O)C1CCC1,0.9671786,3.4026866,8.807688
K70127333,O=C(COc1ccc2OCOc2c1)N1CCc2ccccc12,0.5840042,3.9164207,7.0351577
K70130771,CN(C1CCN(C)CC1)C(=O)NC(C)(C)c1cccc(c1)C(C)=C,1.1661693,4.347824,8.654365
K70132605,C\C=C\c1ccc2c(O[C@H](CN(C)Cc3cncnc3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,-0.6960815,-1.3688821,1.1043621
K70134271,Cc1cccnc1Sc1c(ncn1C)[N+]([O-])=O,0.31549165,0.5742601,3.4836004
K70146736,Cn1ccnc1CN1CC[C@@H](NS(C)(=O)=O)[C@H]1Cc1cccnc1,2.5768957,3.9182014,9.736091
K70147745,CN(CCOCc1ccccc1)S(=O)(=O)c1ccc(NC(C)=O)cc1,1.0039514,3.9762578,9.123099
K70157890,CCC(=O)N1[C@@H](CO)[C@H]([C@H]1CNC(C)=O)c1ccc(cc1)-c1cccc(F)c1,0.3757717,3.90431,7.8271437
K70160043,C\C=C\c1ccc(cc1)[C@@H]1[C@@H](CO)N(C(=O)C2CCCCC2)C11CN(C1)C(=O)NC(C)C,-0.7557999,-0.49803904,2.2205129
K70161617,Cc1ccc(cc1)-c1nnn(CC(=O)NCCC2=CCCCC2)n1,-0.6831369,-1.9078368,0.32832783
K70163715,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,1.3619837,3.72395,9.478077
K70171712,CCCNC(=O)N1[C@H](CO)[C@@H]2[C@H]1CN(C(=O)Nc1cccc(Cl)c1)c1ccccc21,0.19825591,2.5777726,7.770477
K70175043,Cn1ccnc1CN1C[C@H]2CN(C[C@@H]2C1)C(=O)c1ccccc1,-0.08963905,-1.7897705,1.1746253
K70175325,COc1cc(OC)c(OC)cc1CNCc1ccc2OCOc2c1,1.1843897,3.8483315,8.75108
K70176827,O=C(C(c1ccccc1)c1ccccc1)N1CCN(Cc2ccccn2)CC1,1.7219932,4.007291,9.269064
K70179201,CN(C)C(=O)CCN1CCOCC1,-0.17359228,-0.23396656,2.2903051
K70189015,Cc1ccsc1C(=O)N1CC[C@@H]2OCCN(Cc3cccnc3)[C@@H]2C1,-0.7008606,-1.1063095,1.1022984
K70193282,CN(C)CCN1Cc2ccccc2C2(CCN(CC2)C(=O)c2c[nH]cn2)C1,1.184374,2.6676626,6.341229
K70194983,O=C(N1C[C@H]2CN(CC3CC3)C(=O)[C@@H]2C1)c1ccncc1,0.39112622,1.2041099,4.5657935
K70199162,CCC(=O)NC[C@@H]1[C@H]([C@@H](CO)N1C(=O)COC)c1ccc(cc1)\C=C\C,-0.43053767,2.2520363,4.0036874
K70199987,CCCC(=O)N1CC[C@@H]2Oc3ccccc3S(=O)(=O)N(CC)[C@@H]2CC1,-0.07162012,1.6121439,4.083362
K70206238,CCO\N=C1/C(=O)N(c2ccccc12)c1ccccc1,0.7494039,1.9434483,5.1962147
K70212656,COc1cccc(c1)C(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(C)=O)c2ccccc12,12.288393,-1.71111,4.849574
K70212840,CCC(=O)N1CCCc2cc(ccc12)S(=O)(=O)N1CCCc2ccccc12,0.3099922,-0.96036696,2.5675926
K70213953,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3nc4ccccc4s3)ccc2OC[C@H](C)N(Cc2ccc(OC)cc2)C[C@H]1C,-0.14065337,2.2177105,4.236883
K70215052,CCN(C[C@H]1N[C@@H](CO)[C@@H]1c1ccc(\C=C\C)cc1)C(=O)c1cccnc1,-0.38475803,-0.004404099,4.086329
K70217292,COc1ccccc1Nc1nc(cs1)-c1c(C)[nH]c2ccccc12,0.42719162,3.9145792,7.099019
K70220446,Cn1c2ccc(cc2c(=O)n(C)c1=O)S(=O)(=O)N1CCOCC1,-1.3366226,-0.33486807,1.4882239
K70220491,CCN(CCCNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O)c1cccc(C)c1,-0.06807605,3.3228765,7.2891703
K70222458,Cc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3n(C)c(=O)n(C)c(=O)c3c2)cc1C,-1.4201528,0.22825105,3.2013512
K70224927,O=C(CN1CCN(CC1)C(=O)c1ccco1)Nc1ccccc1-c1ccccc1,-0.29258046,2.3293264,5.8641906
