,compound_stem,u1,u2,u3
7144,K09743030_3,1.1020668,6.8287807,4.3846407
7145,K09743030_10,1.3543204,7.081096,4.640642
7146,K09743030_30,4.125541,9.90076,6.523156
7147,K52633776_1,0.97778714,6.0946417,4.1283154
7148,K52633776_30,2.0514762,8.347619,3.9439251
7149,K52633776_3,1.5002563,6.989852,4.1739874
7150,K52633776_10,1.106032,6.2368755,4.2067356
7151,K42386373_1,1.33537,7.179029,4.6036506
7152,K42386373_30,2.6845496,8.735087,5.736329
7153,K42386373_3,0.32389146,4.591249,5.933402
7154,K42386373_10,1.3454335,7.034754,4.3360686
7155,K39859090_1,0.36587605,3.0099692,6.368114
7156,K39859090_3,1.6767321,8.037997,3.9782748
7157,K39859090_10,0.43666855,3.1522367,6.3425937
7158,K39859090_30,2.1725073,9.00405,3.9276633
7159,K34858127_1,1.4211189,6.937486,4.236502
7160,K34858127_3,1.5522772,7.386042,4.9361615
7161,K34858127_10,3.485936,9.508077,6.1189504
7162,K34858127_30,4.4805694,9.99671,6.8165755
7163,K32275294_1,2.116694,8.879334,4.1771646
7164,K32275294_3,2.7460523,9.594397,4.346511
7165,K32275294_10,0.7237615,6.3052397,4.7773194
7166,K32275294_30,4.3516126,10.033786,6.6521955
7167,K92656944_1,1.4687966,7.2299614,4.241935
7168,K92656944_30,1.4055376,7.936317,4.6970954
7169,K92656944_3,1.2558886,6.744924,4.278056
7170,K92656944_10,2.9965029,9.853614,4.2320147
7171,K77121566_1,2.0358555,8.71438,4.0506363
7172,K77121566_30,4.304446,10.072233,6.6180387
7173,K77121566_3,2.3596807,8.925961,4.511923
7174,K77121566_10,3.911695,9.9535265,6.1853943
7175,K33833845_1,0.3092233,3.14395,6.396326
7176,K33833845_3,-0.06009617,2.612963,6.8825746
7177,K33833845_10,0.47948274,4.0805335,5.5554237
7178,K33833845_30,0.03648413,3.1054585,6.816939
7179,K70223374_1,2.3246708,9.120512,4.315025
7180,K70223374_30,4.9827394,10.284036,7.0319157
7181,K70223374_3,0.82948047,5.657311,5.176429
7182,K70223374_10,3.484876,9.4812975,6.1340113
7183,K67447658_1,1.3594148,7.1589594,4.5695148
7184,K67447658_30,5.5451007,10.449751,7.3937263
7185,K67447658_3,4.1470947,10.106034,6.298837
7186,K67447658_10,4.115606,9.849466,6.5536947
7187,K11678782_1,0.48567477,4.1988072,5.383831
7188,K11678782_30,3.177184,9.322211,5.8254604
7189,K11678782_3,1.208038,6.6031723,4.1120887
7190,K11678782_10,1.121311,6.654396,4.0343018
7191,K64306251_1,0.58566487,4.2748437,5.4594946
7192,K64306251_3,0.9866869,6.1336856,4.601351
7193,K64306251_10,2.3788779,8.9989195,4.4264483
7194,K64306251_30,5.0945525,10.341256,7.048914
7195,K99929211_1,2.0058503,8.216442,3.724034
7196,K99929211_30,5.25208,11.083425,5.1867237
7197,K99929211_3,0.27526206,4.019215,6.4828334
7198,K99929211_10,2.019673,8.531823,3.878726
7199,A25981538_1,1.1400998,6.5856276,4.2203894
7200,A25981538_3,1.0504586,7.0270586,4.52946
7201,A25981538_10,0.47076812,4.9646378,5.099602
7202,A25981538_30,1.9552586,8.492906,4.392927
7203,K52178120_1,0.5313924,4.332191,5.415656
7204,K52178120_30,0.96162665,5.78059,4.3277636
7205,K52178120_3,1.2341586,7.1302395,4.3295403
7206,K52178120_10,1.2563267,6.6783843,4.173719
7207,K16170395_1,2.0689604,8.991016,4.753411
7208,K16170395_3,3.0522578,10.334992,5.9010425
7209,K16170395_10,2.1120317,9.062496,4.8977365
7210,K16170395_30,2.9639013,10.23208,5.7677336
7211,K69968279_1,0.48079324,4.2181487,5.4208426
7212,K69968279_3,0.42577237,4.0700893,5.406618
7213,K69968279_10,0.097526245,3.406403,5.802063
7214,K69968279_30,0.48366487,4.19231,5.4887114
7215,K59720945_1,1.0687894,6.3320565,4.182232
7216,K59720945_30,3.0389795,9.269953,5.576391
7217,K59720945_3,1.2640023,7.203124,4.5448003
7218,K59720945_10,1.1527144,6.395948,4.628719
7219,K54111522_1,0.61666024,5.7449794,5.2224083
7220,K54111522_30,4.805001,10.221678,6.93185
7221,K54111522_3,0.8620798,6.525661,5.1025953
7222,K54111522_10,3.7640889,9.704605,6.304822
7223,K72119620_1,-0.43927732,3.1599894,6.8744197
7224,K72119620_3,0.06566539,5.115191,5.1274333
7225,K72119620_10,0.718631,6.440735,4.744497
7226,K72119620_30,-0.095298596,4.50333,5.340246
7227,K64402253_1,-0.38132015,4.1905775,6.301099
7228,K64402253_3,-0.36338887,0.97659403,10.156622
7229,K64402253_10,2.238077,9.004308,4.2724323
7230,K64402253_30,1.0843195,6.6455674,5.1257944
7231,K11788268_1,1.5463357,7.6715565,3.9948606
7232,K11788268_3,0.535394,4.340689,5.2506037
7233,K11788268_10,2.0082178,8.549708,4.0227804
7234,K11788268_30,3.2192683,10.456603,5.9997253
7235,K31953853_1,0.4323197,3.6939428,6.591748
7236,K31953853_3,1.5429083,6.6569223,7.2137585
7237,K31953853_10,6.708728,10.270501,8.021106
7238,K31953853_30,8.073928,10.032158,8.440869
7239,K36013371_1,1.5160227,7.710334,3.8169265
7240,K36013371_30,2.597524,8.706397,5.5356774
7241,K36013371_3,1.9122787,8.2099285,4.054139
7242,K36013371_10,2.0031235,8.296112,4.0759892
7243,K87254812_1,1.0259211,6.062421,4.2456813
7244,K87254812_30,0.6017933,5.7843003,4.378873
7245,K87254812_3,1.286746,7.070463,4.213129
7246,K87254812_10,1.3134234,6.5846963,3.899525
7247,K96612399_1,2.3312693,9.171836,4.11829
7248,K96612399_30,4.0050163,9.891741,6.419809
7249,K96612399_3,0.853461,6.3225927,4.849399
7250,K96612399_10,3.594393,9.583457,6.1190577
7251,K77234730_1,0.08280655,3.258314,6.8867846
7252,K77234730_3,1.8040552,8.128418,4.0566707
7253,K77234730_10,-0.24085669,3.0899096,7.1135774
7254,K77234730_30,1.4838842,7.4360185,3.8991778
7255,K92961351_1,1.90615,8.797792,3.99126
7256,K92961351_30,5.4470477,10.412565,7.2675366
7257,K92961351_3,2.0681574,8.924516,4.2800555
7258,K92961351_10,0.9073375,6.953923,4.7327094
7259,K86307889_1,0.46657783,3.6910667,6.075114
7260,K86307889_3,0.3240671,3.8918037,5.3748593
7261,K86307889_10,-0.14021504,2.0001256,7.4930296
7262,K86307889_30,-0.22084148,1.2933801,8.859256
7263,K49314281_1,0.5402234,4.465642,4.6722736
7264,K49314281_3,1.6977047,7.155363,3.2426364
7265,K49314281_10,3.2142503,9.70951,3.5245621
7266,K49314281_30,4.642344,10.883961,4.604631
7267,K04832448_1,1.934711,8.815694,4.144394
7268,K04832448_30,4.1993837,11.207076,7.440255
7269,K04832448_3,1.7674506,8.417288,4.232614
7270,K04832448_10,3.5282345,10.771706,6.302184
7271,K17748765_1,-0.08241515,4.129904,6.199098
7272,K17748765_3,-0.36300862,4.019755,6.46423
7273,K17748765_10,0.24474758,5.049908,6.073179
7274,K17748765_30,5.642388,10.480743,7.4701586
7275,K03274079_1,1.8051466,7.420438,3.1901128
7276,K03274079_3,2.1478436,8.003891,3.1738718
7277,K03274079_10,4.854784,11.029025,4.772138
7278,K03274079_30,5.2030225,11.1202,5.155741
7279,K88211599_1,-0.51976734,2.6491873,7.706494
7280,K88211599_3,0.30130783,4.537617,5.2404203
7281,K88211599_10,-0.15535332,2.5803137,7.4434047
7282,K88211599_30,2.6500168,8.562364,6.0777645
7283,K51946354_1,0.24308857,4.5704966,6.115547
7284,K51946354_3,4.017083,9.73117,6.5351787
7285,K51946354_10,5.373911,10.384696,7.333923
7286,K51946354_30,7.825007,10.134423,8.380234
7287,K94154784_1,-0.1670814,4.1458006,6.4461727
7288,K94154784_3,-0.56907475,2.515327,8.250491
7289,K94154784_10,0.3486041,5.1664586,6.1175504
7290,K94154784_30,4.3601074,9.93589,6.741915
7291,K55493501_1,-0.29799408,3.266985,6.5304847
7292,K55493501_3,-0.0177706,3.1695108,5.8497925
7293,K55493501_10,0.42492363,3.905784,5.1268473
7294,K55493501_30,1.1824416,6.478127,3.8040574
7295,K27517856_1,-0.54973406,2.924574,7.1325016
7296,K27517856_3,-0.57994604,2.283483,7.5609508
7297,K27517856_10,-0.42832133,2.0590582,7.449766
7298,K27517856_30,0.59682983,4.7809544,4.285759
7299,K15030180_1,-0.42468312,3.2724984,6.671964
7300,K15030180_3,-0.38473228,4.13508,6.2605085
7301,K15030180_10,0.5376576,5.5522695,5.846837
7302,K15030180_30,3.952238,11.092753,7.158199
7303,K66498395_1,-0.63217527,3.540878,6.743461
7304,K66498395_3,0.14278957,4.8998504,6.0502596
7305,K66498395_10,3.916628,9.64326,6.5062504
7306,K66498395_30,5.6730957,10.499182,7.4943132
7307,K28313303_1,-0.16983932,4.0156436,6.6387863
7308,K28313303_3,3.2509956,9.136376,6.2216578
7309,K28313303_10,5.361607,10.370298,7.350909
7310,K28313303_30,8.160985,10.028175,8.472298
7311,K31352835_1,2.4609556,8.968812,3.9087186
7312,K31352835_30,0.86465955,6.7247868,5.267551
7313,K31352835_3,0.39409164,4.8770556,4.5488834
7314,K31352835_10,1.091857,6.7026587,4.521751
7315,A99568489_1,1.5225329,7.3138437,3.9379985
7316,A99568489_30,7.8567624,10.097432,8.37043
7317,A99568489_3,3.0408652,9.700505,3.6086535
7318,A99568489_10,5.2777944,11.166455,5.049353
7319,A92211331_1,1.3769777,6.971318,3.9509037
7320,A92211331_30,5.253047,11.167481,5.033108
7321,A92211331_3,1.7671403,7.1819825,3.2458367
7322,A92211331_10,4.3332195,10.765374,4.381919
7323,K61347332_1,2.189875,8.776584,4.1594725
7324,K61347332_30,1.877444,7.645849,3.8524237
7325,K61347332_3,1.4550004,6.8483605,4.0302544
7326,K61347332_10,0.6143698,4.62907,4.965264
7327,K09061484_1,1.3068746,7.0896473,4.1833963
7328,K09061484_30,6.514,10.052299,8.006489
7329,K09061484_3,0.2237952,3.4678676,6.311494
7330,K09061484_10,0.06326026,2.8295333,6.922
7331,K38784433_1,1.7058145,8.281557,4.094808
7332,K38784433_30,9.741726,9.338552,8.991063
7333,K38784433_3,0.9010202,6.233025,4.338245
7334,K38784433_10,1.8130283,8.352391,3.719717
7335,K16074905_1,0.7056375,5.7916517,5.0227714
7336,K16074905_30,-0.44528547,1.3412646,9.184731
7337,K16074905_3,-0.5287635,3.0866067,7.28411
7338,K16074905_10,0.4177793,5.5157633,4.6098013
7339,K90295797_1,0.9652266,5.3635216,4.5133967
7340,K90295797_30,1.588809,6.7898607,3.293539
7341,K90295797_3,0.21916036,3.2019029,5.581465
7342,K90295797_10,1.5688418,6.7779427,3.334467
7343,K41172353_1,2.6076782,9.278993,4.268139
7344,K41172353_30,9.141024,9.7130785,8.796126
7345,K41172353_3,2.394109,8.890905,4.598738
7346,K41172353_10,9.066348,9.741551,8.793799
7347,A42383464_1,3.735672,9.320292,6.5767155
7348,A42383464_30,6.943133,10.1636715,8.130815
7349,A42383464_3,3.7541773,9.390011,6.5703964
7350,A42383464_10,6.462838,10.069008,7.989903
7351,K53862005_1,1.6662897,7.9409747,4.060279
7352,K53862005_30,1.4143527,6.5171304,6.975632
7353,K53862005_3,0.24848068,3.6634836,5.8354273
7354,K53862005_10,1.2320685,6.560705,4.1178217
7355,K97070617_1,6.162794,9.925066,7.9966893
7356,K97070617_30,6.507946,10.051209,7.999783
7357,K97070617_3,6.3745975,10.0254965,7.9915285
7358,K97070617_10,6.516713,10.079571,7.9971337
7359,K54639513_1,1.3584552,6.9068255,4.030066
7360,K54639513_30,5.011564,10.417538,6.754446
7361,K54639513_3,0.89812845,5.5658426,4.79929
7362,K54639513_10,2.5973275,8.8036785,5.301453
7363,K26765365_1,5.6510825,11.044724,5.097616
7364,K26765365_30,9.7741585,9.306411,8.971321
7365,K26765365_3,10.382804,8.805847,9.141528
7366,K26765365_10,10.38315,8.805489,9.137319
7367,K50241600_1,-0.15520555,4.3402767,5.767748
7368,K50241600_30,-0.3387967,0.7165169,10.277605
7369,K50241600_3,-0.497685,2.4071674,7.964551
7370,K50241600_10,-0.6164214,2.308873,8.063105
7371,A02283434_1,2.369348,8.800876,4.0989
7372,A02283434_30,3.7160704,10.967735,6.747371
7373,A02283434_3,0.9788676,6.052035,4.3254766
7374,A02283434_10,2.6650949,9.477585,4.302255
7375,K78384243_1,0.22594135,4.261715,5.5113473
7376,K78384243_30,4.25924,11.217553,7.4983363
7377,K78384243_3,2.0025988,8.74307,4.338343
7378,K78384243_10,3.4916666,10.78474,6.6627474
7379,A35083163_1,1.6089048,7.7418885,4.045872
7380,A35083163_30,1.563093,7.277653,5.136132
7381,A35083163_3,0.5491445,5.5547366,4.518529
7382,A35083163_10,0.5005607,4.4774885,4.711009
7383,K53454226_1,1.9837744,8.334946,4.019365
7384,K53454226_30,0.6885847,4.6305594,5.235879
7385,K53454226_3,0.93957263,4.9147487,4.409335
7386,K53454226_10,1.3842938,7.017136,4.205152
7387,K53995654_1,2.215891,8.599727,4.008191
7388,K53995654_30,1.0654554,6.404141,4.8154984
7389,K53995654_3,1.2967687,6.79079,3.920255
7390,K53995654_10,1.5563676,7.1452227,4.082114
7391,K95611806_1,6.8591857,11.048208,6.451531
7392,K95611806_30,7.885119,10.8163595,7.1638055
7393,K95611806_3,7.62444,10.894869,6.979314
7394,K95611806_10,7.8817506,10.816235,7.161443
7395,K21790024_1,1.9159783,8.144649,4.1581254
7396,K21790024_30,2.800069,8.993756,5.528009
7397,K21790024_3,1.1631271,6.633145,3.9664516
7398,K21790024_10,3.4672854,10.430088,6.0478435
7399,K56397775_1,1.4990782,6.508931,7.9409337
7400,K56397775_30,8.599856,9.862847,8.5810585
7401,K56397775_3,1.6854159,6.7515044,7.798715
7402,K56397775_10,6.2593856,10.225332,7.8278894
7403,K96425734_1,5.2655287,11.093369,5.1569386
7404,K96425734_30,7.7833734,10.853004,7.0863757
7405,K96425734_3,6.789304,11.052229,6.4159923
7406,K96425734_10,7.6400895,10.89215,6.9898176
7407,K78007804_1,2.6686664,9.448087,4.061935
7408,K78007804_30,7.1384406,10.995759,6.6178584
7409,K78007804_3,2.3955276,8.984491,3.7755017
7410,K78007804_10,2.93111,9.670605,3.815035
7411,K65635490_1,1.0764109,6.9294124,4.345402
7412,K65635490_30,1.3593122,7.3123903,4.3036757
7413,K65635490_3,0.8739895,5.582463,4.5581474
7414,K65635490_10,1.3441951,6.7843003,4.046916
7415,K80680444_1,0.90506196,6.3222017,4.199659
7416,K80680444_30,4.2936926,10.546525,6.074624
7417,K80680444_3,1.0871173,6.319319,4.1306295
7418,K80680444_10,1.6147467,6.720976,4.1096725
7419,K41102550_1,1.3310416,7.116944,3.9615085
7420,K41102550_30,2.842707,8.884709,6.5105314
7421,K41102550_3,1.4850445,6.372923,8.053398
7422,K41102550_10,2.7400954,8.681981,6.4676075
7423,K08874579_1,0.6700606,5.3334603,5.1017237
7424,K08874579_30,3.9082692,11.059033,7.1126857
7425,K08874579_3,-0.52503914,2.6374016,7.9440064
7426,K08874579_10,3.4720714,10.774697,6.606429
7427,A56577879_1,2.5173678,9.0674305,4.1818476
7428,A56577879_30,1.3173246,7.819665,4.38949
7429,A56577879_3,0.7195828,4.9518976,4.9015803
7430,A56577879_10,2.4767814,9.148626,4.171745
7431,K17604224_1,2.3511083,8.930717,4.013042
7432,K17604224_30,0.058988925,2.5695908,6.596514
7433,K17604224_3,1.5477551,7.268634,3.9794643
7434,K17604224_10,1.95485,8.344416,4.002893
7435,K20594154_1,1.3606684,6.4927077,3.8257806
7436,K20594154_30,-0.5346683,2.4713478,8.025388
7437,K20594154_3,0.2145486,2.9779756,6.924618
7438,K20594154_10,-0.069551274,3.2290723,6.3727155
7439,K14919898_1,2.505911,9.172891,4.053405
7440,K14919898_30,2.6277843,8.514905,6.156013
7441,K14919898_3,-0.24623638,2.9217281,6.964712
7442,K14919898_10,2.2426035,8.624864,4.0769787
7443,K15206589_1,0.8178818,5.9882827,4.310757
7444,K15206589_30,5.7335944,10.485879,7.498877
7445,K15206589_3,2.2767603,8.565416,4.698313
7446,K15206589_10,3.9801438,9.978359,6.240403
7447,K37451336_1,1.0532368,6.1142983,4.1390414
7448,K37451336_30,-0.30210713,3.067201,6.370342
7449,K37451336_3,-0.08964079,3.383923,6.196639
7450,K37451336_10,0.28450856,3.4786053,6.7533116
7451,K93752547_1,1.8517429,8.135613,4.11597
7452,K93752547_30,0.8769785,5.8709064,5.475207
7453,K93752547_3,1.2463665,6.8051243,4.155059
7454,K93752547_10,2.4666917,8.871845,4.792322
7455,K19126225_1,2.9644501,9.772689,3.9820673
7456,K19126225_30,7.7326374,10.127446,8.331259
7457,K19126225_3,4.277111,10.718145,4.371411
7458,K19126225_10,6.8470836,11.023418,6.5006123
7459,K98181433_1,-0.3991917,3.2414424,6.7857847
7460,K98181433_30,9.189709,9.680585,8.806237
7461,K98181433_3,0.14742684,4.350484,6.445531
7462,K98181433_10,1.5734783,6.5903883,7.7704644
7463,K15996585_1,2.4489536,8.844629,3.7337632
7464,K15996585_30,2.3027952,8.071622,5.9656167
7465,K15996585_3,1.0920576,6.410386,3.8982098
7466,K15996585_10,1.1992223,6.5407667,3.8945534
7467,A08795384_1,2.1263142,8.898947,4.2107825
7468,A08795384_30,0.48547763,4.812974,4.4465265
7469,A08795384_3,0.08410405,4.1843967,6.29872
7470,A08795384_10,0.24513446,4.947326,5.05135
7471,K09721266_1,0.78635997,6.1216187,4.5621095
7472,K09721266_30,-0.017236723,3.3980563,5.9177113
7473,K09721266_3,0.3610803,4.1664543,5.1784396
7474,K09721266_10,0.8329147,6.5716705,4.6447973
7475,A69409213_1,1.9761935,8.272896,3.9283414
7476,A69409213_30,0.42054018,4.3454328,4.858392
7477,A69409213_3,-0.3777732,3.4186316,6.357855
7478,A69409213_10,-0.31814903,2.6219008,6.982832
7479,A97031016_1,-0.4700336,3.109005,7.21125
7480,A97031016_30,-0.5337386,1.9586673,7.957989
7481,A97031016_3,-0.5659181,3.1951764,6.8457026
7482,A97031016_10,0.46386692,4.5239544,5.526133
7483,K74174367_1,0.52836543,4.2413898,5.705898
7484,K74174367_30,-0.31736344,0.64646804,10.042839
7485,K74174367_3,-0.3447006,0.9178218,10.080465
7486,K74174367_10,-0.49071062,1.9533526,7.729564
7487,K85858793_1,1.1284924,6.6204123,4.170449
7488,K85858793_30,4.321989,9.946256,6.695816
7489,K85858793_3,-0.2427725,3.3968804,7.559515
7490,K85858793_10,2.8475137,8.9307375,5.803554
7491,K29559628_1,2.59207,9.386789,4.18356
7492,K29559628_30,-0.3151032,1.0706025,9.903407
7493,K29559628_3,0.9525249,6.1929426,3.990277
7494,K29559628_10,1.7271652,8.0877075,4.0365133
7495,K15068641_1,1.192938,6.80579,4.218452
7496,K15068641_30,3.9993863,11.10974,7.218183
7497,K15068641_3,0.45426944,4.8130136,4.501824
7498,K15068641_10,2.6424024,9.673355,5.10343
7499,K39735223_1,1.7753409,8.176406,4.0506825
7500,K39735223_30,3.0008583,9.399713,3.3362243
7501,K39735223_3,1.6686579,7.749669,3.85559
7502,K39735223_10,2.4168036,8.972084,3.960459
7503,K54446783_1,0.7720287,6.2020082,4.298423
7504,K54446783_30,-0.033717528,2.935796,6.186056
7505,K54446783_3,-0.32782233,2.3979285,7.253023
7506,K54446783_10,0.2324714,3.674063,5.285269
7507,K20125842_1,2.8362086,8.938776,5.7458954
7508,K20125842_30,6.716065,10.501401,7.9717546
7509,K20125842_3,3.060213,8.973124,6.176962
7510,K20125842_10,4.4663568,9.957757,6.801893
7511,K41347124_1,0.9706703,5.5055413,4.7555733
7512,K41347124_30,1.9025075,8.634223,4.4417505
7513,K41347124_3,1.24569,6.3342767,4.10694
7514,K41347124_10,1.0276021,6.077168,4.182774
7515,K64022601_1,0.8512699,6.916597,4.5757794
7516,K64022601_30,4.1683764,11.199012,7.411291
7517,K64022601_3,-0.03198775,4.61612,5.285144
7518,K64022601_10,3.5561512,10.842819,6.7154427
7519,A81901056_1,1.0820913,6.1413364,4.1236877
7520,A81901056_30,8.055726,10.05864,8.434795
7521,A81901056_3,0.18095723,3.1848478,5.646203
7522,A81901056_10,1.5710171,6.529496,7.92445
7523,K02783587_1,1.4882693,7.30433,3.9447134
7524,K02783587_30,1.7314873,7.70069,3.5743022
7525,K02783587_3,1.1341004,6.269437,3.8540065
7526,K02783587_10,-0.26651487,1.2944372,8.871097
7527,K08950669_1,2.535416,9.280252,4.172974
7528,K08950669_30,5.1126847,10.460781,6.8188577
7529,K08950669_3,1.463688,7.257833,3.8618257
7530,K08950669_10,3.1742435,9.876222,3.8508635
7531,A25776702_1,2.5627577,9.149615,4.1451945
7532,A25776702_3,2.3661623,8.308169,4.314961
7533,A25776702_10,3.6636174,9.833484,5.7836347
7534,A25776702_30,5.9548807,10.592889,7.600772
7535,K68804650_1,0.22347258,3.3302715,6.2861657
7536,K68804650_3,1.5361927,6.985579,3.861596
7537,K68804650_10,2.3035529,8.758769,4.0797987
7538,K68804650_30,4.0147724,9.932835,6.2492185
7539,K17105125_1,1.2868265,6.6409683,3.9541087
7540,K17105125_30,2.9471002,9.699146,3.9933789
7541,K17105125_3,1.4006572,6.6174273,3.997882
7542,K17105125_10,3.1960201,10.056539,4.278976
7543,K92419665_1,-0.2647575,2.8287566,7.4362245
7544,K92419665_3,1.0907514,5.820108,7.2436275
7545,K92419665_10,1.0944517,5.8291545,7.2623944
7546,K92419665_30,1.2222416,6.001406,7.5140686
7547,A02435965_1,2.1703143,8.6775055,4.1393886
7548,A02435965_30,3.4851098,10.486375,5.935055
7549,A02435965_3,1.3066096,6.9509697,4.436813
7550,A02435965_10,2.0824928,8.496879,4.29777
7551,K28365775_1,0.7132643,6.2809577,4.77012
7552,K28365775_30,5.6367893,10.502327,7.4666934
7553,K28365775_3,2.0255396,8.17439,4.0582867
7554,K28365775_10,0.86124563,6.8175664,4.512832
7555,K55585808_1,5.269404,10.346095,7.286007
7556,K55585808_30,9.785956,9.304748,8.922103
7557,K55585808_3,6.5202937,10.747483,7.9691353
7558,K55585808_10,9.880406,9.217624,8.946269
7559,K43034663_1,1.7862983,7.7399287,4.5478373
7560,K43034663_30,6.563756,10.748079,7.99254
7561,K43034663_3,4.278204,9.878534,6.689395
7562,K43034663_10,5.751916,10.552994,7.573521
7563,K07871693_1,-0.36519104,1.7142649,9.062501
7564,K07871693_30,5.72262,11.217394,5.407006
7565,K07871693_3,0.13856281,3.1919115,6.0912
7566,K07871693_10,4.9082956,11.062075,4.8014503
7567,K61285083_1,1.2820818,6.7106266,3.811607
7568,K61285083_30,1.8230855,7.4531875,3.226254
7569,K61285083_3,-0.07308982,1.7230135,7.7863674
7570,K61285083_10,1.6104646,6.7804937,3.4059358
7571,K99303672_1,2.1192071,8.284371,3.9372807
7572,K99303672_30,0.55723065,5.180269,4.417629
7573,K99303672_3,0.294165,5.9731708,4.4769773
7574,K99303672_10,1.1779635,6.443252,4.2564645
7575,K47300822_1,0.4926411,4.476845,5.641337
7576,K47300822_30,6.579749,10.741585,7.9996586
7577,K47300822_3,1.7559968,7.5093684,5.1432896
7578,K47300822_10,5.1107125,10.313103,7.1854634
7579,K54583353_1,0.70449626,5.261125,5.0770335
7580,K54583353_3,0.8296839,5.47771,4.4893174
7581,K54583353_10,1.5871435,7.1729403,4.3082485
7582,K54583353_30,1.4467292,6.8057036,3.901218
7583,K06056621_1,-0.026317056,4.378424,5.2218895
7584,K06056621_30,3.9812057,9.912018,6.1516213
7585,K06056621_3,-0.29220363,2.3988378,7.492872
7586,K06056621_10,1.0022532,7.055381,4.578633
7587,A30822945_1,2.0845487,8.37119,3.978582
7588,A30822945_30,4.338394,11.225244,7.5509887
7589,A30822945_3,0.98076105,6.8748255,5.1600275
7590,A30822945_10,3.1675518,10.410652,5.960724
7591,K99489897_1,0.09414287,4.591207,5.1123705
7592,K99489897_30,3.272591,10.535338,6.077384
7593,K99489897_3,1.459767,7.3389573,3.9534035
7594,K99489897_10,0.9392528,6.254162,3.854573
7595,K77265845_1,-0.45620427,1.6566769,8.7699175
7596,K77265845_30,2.9283643,8.939287,6.027925
7597,K77265845_3,-0.25342104,2.8047748,7.446835
7598,K77265845_10,-0.30729717,2.9564404,7.4000087
7599,K55921732_1,2.8904698,9.622319,3.964908
7600,K55921732_30,3.1778338,10.428004,5.949808
7601,K55921732_3,2.0179877,8.038444,3.6533327
7602,K55921732_10,1.7440633,8.193176,4.2468944
7603,K43584339_1,1.44177,7.316857,4.0096874
7604,K43584339_30,6.483977,10.70126,7.9269586
7605,K43584339_3,2.7615507,9.380765,4.8250995
7606,K43584339_10,3.8716922,9.8733015,6.241047
7607,K21442100_1,2.1509292,8.433103,4.001897
7608,K21442100_3,2.4625247,8.897328,3.8750656
7609,K21442100_10,3.2821758,10.070053,4.0291753
7610,K21442100_30,3.3709795,10.127889,3.9500215
7611,K61670535_1,2.5455008,9.368699,3.8806758
7612,K61670535_3,0.007623224,3.4396782,6.048716
7613,K61670535_10,1.3632202,7.670711,3.8976536
7614,K61670535_30,2.7159302,9.490621,4.9086018
7615,K59003414_1,1.2054757,6.2705936,4.0289054
7616,K59003414_30,1.9062507,7.2120056,7.37698
7617,K59003414_3,0.35450834,3.61206,5.875024
7618,K59003414_10,1.2208788,7.099911,4.5629287
7619,K02639727_1,0.532896,4.048797,5.7184753
7620,K02639727_3,1.4752687,6.8253264,3.9962382
7621,K02639727_10,3.2602432,10.052946,4.3416195
7622,K02639727_30,3.474746,9.613741,5.858038
7623,K19646939_1,2.642332,9.199501,4.7362037
7624,K19646939_3,5.6853485,10.535184,7.5210776
7625,K19646939_10,6.5746965,10.750107,8.00208
7626,K19646939_30,9.808864,9.2825775,8.9684105
7627,K13510837_1,2.4495535,8.987954,4.1729946
7628,K13510837_3,3.908218,9.949325,6.1678553
7629,K13510837_10,5.326511,10.360327,7.3515334
7630,K13510837_30,9.810502,9.283425,8.973854
7631,K76184237_1,2.4316852,8.916143,4.11214
7632,K76184237_30,9.801145,9.29089,8.969056
7633,K76184237_3,1.1959586,6.3769026,5.4194727
7634,K76184237_10,4.0819874,9.793366,6.537198
7635,K03414329_1,2.1205819,8.198916,3.6971843
7636,K03414329_30,3.49284,10.132423,3.7470882
7637,K03414329_3,1.2122865,5.9216847,3.9302483
7638,K03414329_10,3.3839774,10.147837,4.030567
7639,K15612348_1,2.558539,9.391895,4.190362
7640,K15612348_30,3.6953125,10.356958,4.3915505
7641,K15612348_3,2.1046188,8.859452,4.125833
7642,K15612348_10,2.71698,9.554957,4.298562
7643,K83456295_1,0.409488,5.400046,5.1987495
7644,K83456295_30,5.3338614,10.36588,7.339739
7645,K83456295_3,0.95001423,5.883789,4.4409566
7646,K83456295_10,4.0005,9.984845,6.286565
7647,K69370005_1,1.3210152,7.2910147,4.04605
7648,K69370005_3,0.2397914,4.6860228,5.925302
7649,K69370005_10,2.3967526,8.808159,4.855957
7650,K69370005_30,4.3546715,9.931277,6.7296495
7651,K51271683_1,1.3034477,7.283196,4.1064696
7652,K51271683_3,1.290759,6.3952236,4.3155932
7653,K51271683_10,2.5085447,9.169428,4.1574693
7654,K51271683_30,2.014331,8.479923,3.8566115
7655,K98247067_1,0.6220877,4.8252926,5.5954623
7656,K98247067_3,0.82386965,4.987117,4.9740644
7657,K98247067_10,2.2042289,8.56645,4.1122246
7658,K98247067_30,0.73363423,5.047057,5.983054
7659,K53961649_1,1.4295605,6.933822,3.9787116
7660,K53961649_30,4.7538805,10.122352,6.9874806
7661,K53961649_3,1.5624887,7.0027733,3.7885964
7662,K53961649_10,2.2351117,8.554877,4.5979676
7663,K07345438_1,1.4436415,7.4982476,3.8815188
7664,K07345438_3,0.13996206,4.5096574,5.789505
7665,K07345438_10,2.6728199,9.450792,4.1159844
