,compound_stem,u1,u2,u3
0,K27893489_1,4.159345,10.718387,4.9810343
1,K27893489_3,3.424995,10.349739,4.3951683
2,K27893489_9,4.627479,10.968961,5.134156
3,K27893489_30,5.73428,11.222666,5.4149246
4,K13086613_1,2.7513204,9.53614,3.7380605
5,K13086613_3,1.1801847,7.401205,3.9588656
6,K13086613_10,2.3650203,9.083093,4.00534
7,K13086613_30,6.3811073,10.714532,7.877458
8,K88492762_1,3.4831767,10.635313,6.0824986
9,K88492762_30,4.369198,11.229115,7.5746245
10,K88492762_3,3.7778518,11.004191,6.930771
11,K88492762_10,4.1715226,11.205416,7.4137993
12,K06934249_1,2.177436,8.944097,3.650583
13,K06934249_30,1.868362,8.230093,4.1361117
14,K06934249_3,1.4148294,7.189261,3.8175075
15,K06934249_10,2.2434685,8.844699,4.2871356
16,A88358860_1,4.749216,10.962779,4.9362864
17,A88358860_30,1.7085916,6.8922048,7.4005523
18,A88358860_3,5.373685,11.2046795,5.1347446
19,A88358860_10,5.8046765,11.226686,5.4576364
20,K53540417_1,2.9371881,9.83405,4.0968018
21,K53540417_30,2.4840603,9.260971,4.306551
22,K53540417_3,3.4569466,10.305617,4.4064097
23,K53540417_10,2.3886292,9.265025,3.9792569
24,rifampin_0.0004,10.861352,2.7735517,3.1407726
25,rifampin_0.0007,10.861756,2.7734017,3.1409926
26,rifampin_1.0,6.726125,10.631492,7.919032
27,rifampin_2.0,10.86125,2.773566,3.1408575
28,rifampin_30.0,6.743217,10.631817,7.911109
29,rifampin_3.0,6.7251797,10.643493,7.916988
30,rifampin_5e-05,10.861224,2.7739565,3.1411724
31,rifampin_6e-06,1.6099735,6.5701838,7.998513
32,rifampin_9e-05,10.861315,2.7733593,3.1407373
33,rifampin_10.0,6.7805147,10.607,7.9211364
34,rifampin_1e-05,5.8785605,10.553888,7.557696
35,rifampin_1e-06,1.2811024,6.0777044,7.6358695
36,rifampin_0.0002,10.861745,2.7733495,3.1410635
37,rifampin_2e-05,6.465649,10.664497,7.8880625
38,rifampin_3e-06,1.5789796,6.518588,8.080794
39,A97316251_1,0.48390633,6.1618614,4.362765
40,A97316251_30,2.1201525,8.834011,4.5312567
41,A97316251_3,0.18602681,5.674949,4.527369
42,A97316251_10,1.8595638,8.725289,3.7678454
43,K25182024_1,1.8077534,8.310962,3.778894
44,K25182024_30,2.9223351,9.964842,5.568279
45,K25182024_3,2.7635596,9.690825,4.4503756
46,K25182024_10,3.1089942,10.390578,6.145951
47,A92801646_1,1.4866598,7.3614244,4.0955667
48,A92801646_30,5.6513324,11.034457,5.086709
49,A92801646_3,1.3023623,6.4704924,3.6655066
50,A92801646_10,0.48562017,4.0280566,5.684808
51,K28003251_1,2.149714,8.856024,3.8437538
52,K28003251_30,3.9548404,10.64803,5.0041046
53,K28003251_3,2.7137396,9.632833,4.0928597
54,K28003251_10,0.9156175,6.386396,4.127148
55,K45584528_1,2.9090257,9.755715,4.3053613
56,K45584528_30,4.261163,10.517948,6.9085455
57,K45584528_3,3.279867,10.174619,4.4759955
58,K45584528_10,3.697284,10.387373,6.0556645
59,K14748922_1,3.1835272,10.188449,4.3230057
60,K14748922_30,3.4904835,10.341626,4.2408166
61,K14748922_3,1.9055518,8.361785,3.4409566
62,K14748922_10,2.786446,9.578672,3.7371926
63,K80087380_1,0.9531146,6.620222,4.040931
64,K80087380_3,3.818655,9.684068,6.5317492
65,K80087380_10,8.527102,9.876051,8.524637
66,K80087380_30,8.872417,9.7884245,8.659637
67,K53100515_1,0.51573473,5.6314816,4.285115
68,K53100515_3,0.6811627,5.9916973,4.088593
69,K53100515_10,1.4512383,7.494863,4.7919936
70,K53100515_30,6.484895,10.727705,7.938443
71,A24490366_1,3.3244927,10.260356,4.419237
72,A24490366_30,4.408482,10.787665,5.2478595
73,A24490366_3,2.9322565,9.843547,4.141246
74,A24490366_10,3.320514,10.248984,4.389234
75,K81486165_1,1.12717,6.6169777,3.7206783
76,K81486165_30,3.437368,10.024122,5.1719427
77,K81486165_3,1.5589933,7.52032,3.502948
78,K81486165_10,1.4067488,8.096053,3.9117486
79,K91654532_1,2.3874197,9.199199,3.7321904
80,K91654532_3,1.9875214,8.50194,3.5719702
81,K91654532_10,2.0080447,8.532619,3.9013498
82,K91654532_30,2.8653324,9.770269,4.1419334
83,K94517866_1,0.99129885,6.704201,4.0446
84,K94517866_30,1.3381538,6.4496813,3.8472772
85,K94517866_3,0.7391687,5.481841,4.6612906
86,K94517866_10,-0.3005552,2.6579366,7.317439
87,K18354977_1,3.4756775,10.390577,4.395512
88,K18354977_30,2.6912596,9.679709,4.7336454
89,K18354977_3,2.175499,8.616013,3.7087896
90,K18354977_10,3.3712158,10.338299,4.441334
91,A29033948_1,2.2690625,9.178282,4.0200024
92,A29033948_30,1.5665467,7.785764,4.0035152
93,A29033948_3,0.36660397,5.800051,4.6255565
94,A29033948_10,-0.14589718,4.5790186,5.395465
95,A66769347_1,3.43583,10.346541,4.4775834
96,A66769347_30,3.29279,9.895235,5.3007917
97,A66769347_3,2.9650385,9.907638,4.1351533
98,A66769347_10,2.7007656,9.598012,4.1809335
99,K46262419_1,3.3258884,10.251065,4.4718165
100,K46262419_30,1.0916923,7.157378,4.7185726
101,K46262419_3,1.7213795,8.5963955,4.137217
102,K46262419_10,2.820051,9.775489,4.254457
103,A68890226_1,2.8148057,9.653601,3.9453504
104,A68890226_30,6.4174976,10.729184,7.9026766
105,A68890226_3,0.55630016,5.51582,4.100575
106,A68890226_10,2.3693998,8.713619,4.9887466
107,K25297725_1,1.3374044,7.6693673,3.7035515
108,K25297725_3,-0.18067896,2.469601,7.3229256
109,K25297725_10,1.5677392,7.679478,3.9114494
110,K25297725_30,2.125399,8.780917,3.5107315
111,K47565979_1,2.9427783,9.908588,4.1941466
112,K47565979_30,2.7992098,9.708767,4.113421
113,K47565979_3,2.040364,8.853819,3.770702
114,K47565979_10,3.2258987,10.148611,4.2433686
115,A35156362_1,2.312551,9.108637,3.7931507
116,A35156362_30,3.4812398,10.3910885,6.259533
117,A35156362_3,2.4699955,9.284261,3.9203334
118,A35156362_10,2.3735828,9.053674,4.0779977
119,K92583280_1,3.4058757,10.3368025,4.445307
120,K92583280_30,3.6662502,10.559611,5.2706513
121,K92583280_3,2.4724925,9.220301,4.2084093
122,K92583280_10,3.1366944,10.022562,4.2242947
123,K90202961_1,-0.6544774,2.5681884,7.473373
124,K90202961_30,6.419191,10.738256,7.9064646
125,K90202961_3,0.65914243,5.739975,5.257578
126,K90202961_10,4.0078626,9.688971,6.5738716
127,K79688519_1,3.46513,10.377337,4.4565697
128,K79688519_3,2.6589816,9.511134,4.046818
129,K79688519_9,2.6334941,9.490672,4.164372
130,K79688519_30,4.590286,10.937302,5.088428
131,K91302016_1,0.81064045,6.2871156,3.9814532
132,K91302016_30,3.4310782,10.68522,6.377141
133,K91302016_3,0.8939792,4.8268785,4.28624
134,K91302016_10,1.0647138,7.063235,4.0986986
135,K19788520_1,0.48099,6.021278,4.344668
136,K19788520_30,5.31526,10.341815,7.3078065
137,K19788520_3,1.383011,8.096449,4.0906878
138,K19788520_10,1.3393686,8.098586,4.1062284
139,K40202248_1,3.5075238,10.398643,4.5642433
140,K40202248_30,4.2690115,11.238984,7.515431
141,K40202248_3,3.4101896,10.343229,4.4240737
142,K40202248_10,2.43691,9.189329,3.991688
143,K72406519_1,3.0063646,9.91372,4.241773
144,K72406519_30,2.430194,9.327267,4.265774
145,K72406519_3,1.3461016,8.001331,4.136856
146,K72406519_10,2.1885283,9.02004,4.0216484
147,K56316015_1,1.4819006,8.097849,4.325035
148,K56316015_30,7.412994,10.1910715,8.253516
149,K56316015_3,1.9740356,8.8498535,3.730056
150,K56316015_10,0.49179938,5.6511927,4.3613944
151,K06095669_1,2.1710656,9.097028,3.957354
152,K06095669_30,6.455064,10.74156,7.9263506
153,K06095669_3,0.802189,6.8156095,4.7208624
154,K06095669_10,5.002543,10.26986,7.0994444
155,A45241570_1,1.3667119,7.3114758,3.8541532
156,A45241570_30,4.7304363,10.961924,5.0268226
157,A45241570_3,0.34217212,4.796577,4.70685
158,A45241570_10,2.1907666,9.037394,4.1781635
159,K87123083_1,3.9670167,10.60552,4.9504304
160,K87123083_30,8.960144,9.775231,8.726054
161,K87123083_3,3.5444474,9.611231,5.975868
162,K87123083_10,4.8872757,10.2260275,7.009132
163,K94178265_1,3.438228,10.346603,4.4558334
164,K94178265_30,3.335499,10.055028,5.6052265
165,K94178265_3,3.461934,10.375885,4.5502043
166,K94178265_10,3.5124094,10.420758,4.556946
167,K23205642_1,3.0025175,9.908656,4.0844245
168,K23205642_30,3.9421525,10.608431,5.068586
169,K23205642_3,3.0417087,9.925624,4.0726004
170,K23205642_10,3.9240384,10.604823,5.0425153
171,K48781323_1,3.4915476,10.398478,4.539278
172,K48781323_30,3.7943473,10.501436,4.414138
173,K48781323_3,3.3621955,10.277657,4.3733187
174,K48781323_10,2.6603866,9.569265,4.026554
175,K21353513_1,3.43498,10.35741,4.4763355
176,K21353513_30,3.6397555,10.012964,5.8044004
177,K21353513_3,3.5050473,10.421986,4.5679736
178,K21353513_10,3.3744469,10.30973,4.402979
179,K38344134_1,4.0021887,10.647922,4.7622004
180,K38344134_3,3.0551496,9.787451,3.829888
181,K38344134_9,3.5158298,10.37324,4.305978
182,K38344134_30,6.8880377,11.05697,6.4220247
183,K77604661_1,3.3553925,10.275964,4.365531
184,K77604661_30,4.208568,10.629952,5.4452944
185,K77604661_3,1.7700181,7.88037,3.7511077
186,K77604661_10,2.8108938,9.697237,4.104509
187,K57092284_1,3.4652536,10.364184,4.5277658
188,K57092284_30,9.173905,9.686195,8.807711
189,K57092284_3,3.562517,10.269139,4.982921
190,K57092284_10,5.575448,10.480871,7.4290614
191,K37607879_1,2.7489674,9.601967,4.2819276
192,K37607879_30,4.027663,10.483991,4.3155847
193,K37607879_3,1.2105926,7.0800195,3.573779
194,K37607879_10,3.4386907,10.322787,4.340791
195,A25199338_1,3.4135928,10.352973,4.418823
196,A25199338_30,4.2499022,10.716197,4.4884067
197,A25199338_3,3.1771939,10.11379,4.263101
198,A25199338_10,3.178395,10.109121,4.2548375
199,K63201997_1,3.9332535,10.596435,4.806935
200,K63201997_3,2.9767249,9.884763,4.169842
201,K63201997_9,3.530043,10.344909,4.2434816
202,K63201997_30,5.732304,11.155454,5.493939
203,K36147332_1,1.589075,7.770133,4.2332
204,K36147332_30,3.2437036,10.488781,6.0655346
205,K36147332_3,2.9655373,10.198252,5.6141715
206,K36147332_10,3.295548,10.514576,6.0357313
207,K41945180_1,1.8906655,7.110864,7.589089
208,K41945180_30,7.013754,10.1550255,8.148283
209,K41945180_3,6.2027373,9.934483,7.995702
210,K41945180_10,6.90855,10.144631,8.120149
211,K83446792_1,2.528807,9.519142,3.9602659
212,K83446792_30,4.4900723,10.021375,6.791228
213,K83446792_3,0.8428838,6.188697,3.9152374
214,K83446792_10,2.9085307,9.7353525,4.328748
215,K93573533_1,2.5441766,9.358182,3.8624613
216,K93573533_30,9.091609,9.639636,8.65194
217,K93573533_3,3.2223022,9.885986,5.183766
218,K93573533_10,5.0311446,10.245756,7.176275
219,K35087431_1,3.4449632,10.326649,4.5262685
220,K35087431_30,6.447482,10.7351,7.925873
221,K35087431_3,2.7586899,9.678513,4.3450713
222,K35087431_10,3.2796457,10.234657,4.475259
223,K89776629_1,3.4154298,10.270571,4.347245
224,K89776629_3,3.0041277,9.981228,4.1648126
225,K89776629_9,3.4183662,10.248399,4.177436
226,K89776629_30,7.0420074,11.023801,6.53805
227,K24487910_1,3.3368392,10.249937,4.404731
228,K24487910_30,3.9864151,11.099385,7.1506658
229,K24487910_3,3.7209716,10.484232,4.826101
230,K24487910_10,3.5123153,10.791384,6.440107
231,K68905264_1,4.4541483,10.897041,4.858743
232,K68905264_30,4.611353,10.958506,5.105162
233,K68905264_3,3.3301034,10.258119,4.3490357
234,K68905264_10,4.63091,10.996936,5.0659795
235,K14288732_1,1.8112525,8.629112,3.6799943
236,K14288732_30,4.9683924,11.064822,4.914541
237,K14288732_3,3.113567,9.8231,3.6310792
238,K14288732_10,3.0723078,9.772538,3.6353743
239,K45506175_1,2.173259,9.183999,4.015912
240,K45506175_30,2.8379247,9.7142725,4.176213
241,K45506175_3,3.2834027,10.21431,4.320981
242,K45506175_10,2.1601896,8.556779,3.974901
243,A30099180_1,0.659147,4.7323346,4.7286553
244,A30099180_30,2.445126,9.274232,4.1330132
245,A30099180_3,2.1179767,8.62862,3.7100153
246,A30099180_10,2.3046005,8.088399,3.1929183
247,K74722711_1,4.7102947,10.120274,6.944998
248,K74722711_30,8.954069,9.746983,8.678287
249,K74722711_3,6.3380346,10.711363,7.862382
250,K74722711_10,6.485674,10.769589,7.9605064
251,K75015403_1,3.985559,10.627964,4.7288833
252,K75015403_30,4.162879,10.37775,5.6305094
253,K75015403_3,3.731626,10.494617,4.572993
254,K75015403_10,3.4415557,10.31141,4.449053
255,K57538718_1,-0.3568582,0.80791485,10.377978
256,K57538718_30,3.7603602,9.416732,6.550693
257,K57538718_3,1.0695574,5.790125,7.0982246
258,K57538718_10,3.6841288,9.374148,6.4813404
259,K36876499_1,0.21016988,4.6978445,6.408973
260,K36876499_30,5.6363645,10.470135,7.4677505
261,K36876499_3,3.0547483,8.988629,6.1446624
262,K36876499_10,5.3852773,10.394144,7.330891
263,K88133561_1,0.5973545,6.3640404,5.150128
264,K88133561_30,2.6437657,8.545228,6.175667
265,K88133561_3,3.6617434,10.137948,5.448208
266,K88133561_10,0.4630953,6.060941,4.8897047
267,K70951956_1,-0.12108428,4.668996,5.223054
268,K70951956_30,-0.6603337,2.844812,7.2812166
269,K70951956_3,-0.6874952,3.0798182,6.943081
270,K70951956_10,-0.65953964,2.832773,7.247917
271,K87678486_1,1.3080609,6.1205482,7.667895
272,K87678486_30,8.146168,10.0460415,8.485141
273,K87678486_3,6.997063,10.120346,8.205267
274,K87678486_10,8.384061,10.009775,8.576604
275,K34203409_1,-0.015533217,5.0407004,5.208946
276,K34203409_30,3.5226336,9.799725,6.07754
277,K34203409_3,0.34459585,5.889777,4.975474
278,K34203409_10,3.3480449,9.690242,5.986005
279,K11943448_1,7.2528534,10.181763,8.214025
280,K11943448_30,8.359306,9.996487,8.552908
281,K11943448_3,8.154115,10.04071,8.488709
282,K11943448_10,7.776114,10.119317,8.341656
283,A88055122_1,-0.59053195,1.9938378,8.055714
284,A88055122_30,-0.030187007,4.65163,5.203348
285,A88055122_3,-0.45072806,1.399333,9.355431
286,A88055122_10,-0.56316936,2.0473335,8.277645
287,K45626746_1,0.5366962,5.8959317,4.072048
288,K45626746_30,6.2412305,10.481745,7.599749
289,K45626746_3,3.9304516,10.59736,5.0447645
290,K45626746_10,6.411061,10.412762,7.6392365
291,K34629879_1,2.711775,9.554392,3.634192
292,K34629879_40,5.626631,10.5550165,7.5060844
293,K34629879_4,2.2702045,8.561029,3.9390907
294,K34629879_10,3.765797,10.395571,5.051471
295,K60385459_1,2.6083577,9.127955,3.4742005
296,K60385459_30,3.251184,10.157845,4.4223194
297,K60385459_4,1.9625207,8.517743,3.5316005
298,K60385459_10,1.8199034,7.965939,3.8274834
299,A12907984_1,2.8306937,9.608794,3.4792728
300,A12907984_3,2.8785577,9.640723,3.5616763
301,A12907984_10,2.860478,9.588716,3.5831084
302,A12907984_30,4.647124,10.957762,5.2300587
303,A02655360_1,2.872849,9.731959,3.6438851
304,A02655360_30,5.696924,11.219341,5.3917747
305,A02655360_3,3.4346719,10.210112,3.9305954
306,A02655360_10,4.278,10.810875,4.5859065
307,K14410012_1,2.6039662,9.318338,3.5086615
308,K14410012_30,0.92317206,6.545198,4.0690074
309,K14410012_4,2.5575957,9.224702,3.5398836
310,K14410012_10,2.6017175,9.297713,3.5500834
311,K35683048_2,2.7319624,9.60678,4.346036
312,K35683048_50,5.7281375,10.457202,7.489633
313,K35683048_6,3.6930137,9.708949,6.0961013
314,K35683048_20,5.5799184,10.450757,7.4173965
315,K63785306_1,4.221177,10.737732,4.3329163
316,K63785306_3,5.5167265,11.22146,5.250415
317,K63785306_9,5.6750503,11.262295,5.3577213
318,K63785306_30,10.176489,8.991941,9.100387
319,A55763141_1,2.3302844,8.500655,3.4213333
320,A55763141_3,2.741145,9.520017,3.6339114
321,A55763141_10,1.1221297,6.2928042,4.076468
322,A55763141_30,2.0783558,8.230378,3.891856
323,K46180733_1,1.1938745,5.165882,4.549334
324,K46180733_3,1.8416603,7.1403985,3.294426
325,K46180733_9,3.496927,10.199868,3.850199
326,K46180733_30,10.146547,9.018387,9.071439
327,K18120214_1,1.7409152,6.9481087,3.3172436
328,K18120214_3,4.8189106,11.019862,4.7415166
329,K18120214_10,5.5653315,11.2479315,5.3068037
330,K18120214_30,4.810646,10.869834,4.9408493
331,K94355305_1,1.7642325,6.796282,3.417207
332,K94355305_3,2.8494005,9.45815,3.4899428
333,K94355305_10,3.346607,9.895465,3.6456892
334,K94355305_30,4.605993,10.808924,4.633596
335,K59931537_1,5.3013806,11.168668,5.044564
336,K59931537_3,5.6573267,11.213288,5.343848
337,K59931537_10,5.7898855,11.218257,5.4404635
338,K59931537_30,8.197785,10.002925,8.469046
339,K71371699_1,2.7632558,9.553206,3.6129277
340,K71371699_30,9.352318,9.56504,8.819554
341,K71371699_3,4.913836,11.074286,4.8385787
342,K71371699_10,5.5041747,11.207341,5.264355
343,K58278443_1,1.0309387,6.798123,4.158779
344,K58278443_30,3.504254,9.592314,5.951022
345,K58278443_4,1.9534608,8.702735,4.005237
346,K58278443_10,-0.27563813,3.3983061,7.6027617
347,K07351875_2,7.3190737,10.9383135,6.7780824
348,K07351875_60,10.170486,8.993309,9.093717
349,K07351875_7,10.392718,8.797754,9.143794
350,K07351875_20,10.388397,8.801998,9.142419
351,K97924174_1,-0.0903236,3.9258852,6.3490224
352,K97924174_30,3.6895878,10.948882,6.558428
353,K97924174_4,-0.12101267,4.2041373,6.1330757
354,K97924174_10,1.8620665,8.644289,4.4451885
355,K27111728_1,0.70113957,6.080951,4.3909307
356,K27111728_30,9.189964,9.643136,8.751598
357,K27111728_4,9.364151,9.539258,8.764399
358,K27111728_10,9.414604,9.516648,8.800684
359,K80324953_1,1.078877,6.3564262,3.9504848
360,K80324953_3,2.7806203,9.631359,3.6399667
361,K80324953_9,3.4274993,10.307692,4.360193
362,K80324953_30,10.179368,8.986387,9.116554
363,K55633755_1,3.3965685,10.308733,5.25706
364,K55633755_30,4.7265344,11.182443,7.7471685
365,K55633755_4,3.772636,11.002614,6.771975
366,K55633755_10,4.061516,11.1849985,7.292484
367,K83370414_1,1.8325695,8.486511,4.3544016
368,K83370414_30,1.831912,6.974259,7.6933703
369,K83370414_3,2.885278,9.713608,3.684658
370,K83370414_10,3.5486813,10.161595,3.8609471
371,K21380530_2,3.5291078,10.361547,4.364059
372,K21380530_40,4.844776,11.055954,4.852692
373,K21380530_5,2.85127,9.71476,3.7074034
374,K21380530_10,4.213742,10.738807,4.447134
375,A79855658_1,2.2957253,8.930419,3.4964867
376,A79855658_3,3.1997097,10.082373,4.5571337
377,A79855658_10,3.4073262,10.121819,5.3499947
378,A79855658_30,7.6412735,10.109319,8.287205
379,K29772156_1,0.66473716,4.277089,5.443193
380,K29772156_30,4.048292,11.163401,7.2553244
381,K29772156_4,1.9444582,8.44197,3.5942366
382,K29772156_10,2.8662457,9.805859,4.430442
383,K35410009_1,2.6594377,9.449329,3.5820246
384,K35410009_30,3.085585,10.123529,5.2029433
385,K35410009_4,1.5529205,6.435419,3.6205556
386,K35410009_10,2.7067053,9.515436,3.6071198
387,K95945410_1,2.6827555,9.19895,3.5668204
388,K95945410_30,4.2695165,10.466241,6.308058
389,K95945410_4,2.5821502,9.090993,3.49903
390,K95945410_10,2.9374025,9.724368,3.6293015
391,K58778148_1,3.4176793,10.147209,3.7854147
392,K58778148_3,3.2261283,9.930297,3.6619792
393,K58778148_9,4.9857183,11.088083,4.891
394,K58778148_30,5.74483,11.2170925,5.4009295
395,K02161327_1,2.7059376,9.628711,3.6121297
396,K02161327_30,2.9950278,9.741159,3.5243914
397,K02161327_3,2.4360106,8.872019,3.4711595
398,K02161327_10,2.644626,9.538439,3.6278186
399,K97717575_1,-0.18732996,3.9909818,6.6700187
400,K97717575_30,9.897913,9.2101755,8.951714
401,K97717575_3,3.134324,10.002212,4.1316514
402,K97717575_10,5.2172527,10.411321,7.0193725
403,K52077663_1,2.0203643,8.161914,3.7807155
404,K52077663_30,1.6319362,6.5654855,8.195829
405,K52077663_4,4.444846,10.799017,5.485611
406,K52077663_10,1.5816317,6.5140977,8.065456
407,K65130196_0,2.9974198,9.669518,3.5891118
408,K65130196_3,1.7894013,7.1586175,3.23417
409,K65130196_8,4.892288,11.050214,4.8204856
410,K65130196_30,1.7139145,6.9084296,7.3715677
411,K72886252_1,2.9858677,9.776594,3.713602
412,K72886252_3,2.0004258,8.718782,3.8707585
413,K72886252_10,2.45784,9.226879,4.1777368
414,K72886252_30,2.8598387,8.845939,6.310798
415,A15917082_1,2.4523633,8.79419,3.5073833
416,A15917082_30,8.60006,9.846638,8.566706
417,A15917082_3,1.3903489,7.02202,5.2094655
418,A15917082_10,1.8174082,7.0096536,7.5727396
419,K57833269_1,0.718592,6.0874524,4.171987
420,K57833269_30,2.52479,9.305949,4.4117827
421,K57833269_4,0.21571438,5.180081,4.743142
422,K57833269_10,2.2287064,9.004924,3.6000175
423,K88320603_1,1.6421975,8.292105,4.4246745
424,K88320603_3,2.3694603,9.247479,4.1847486
425,K88320603_9,4.796175,10.909096,4.953675
426,K88320603_30,10.170675,8.9957285,9.098499
427,K96816136_1,3.0054636,9.767587,3.6747122
428,K96816136_3,2.8410552,9.607837,3.6046703
429,K96816136_9,4.878891,11.04797,4.819628
430,K96816136_30,10.186415,8.982858,9.049199
431,K16760994_1,1.5386858,6.4345617,4.0063453
432,K16760994_3,1.7167281,6.7261114,3.4585693
433,K16760994_9,4.591204,10.798957,4.8351145
434,K16760994_30,9.961343,9.164918,9.014228
435,K02270972_2,4.8308845,10.982748,4.7628016
436,K02270972_50,7.881869,10.816542,7.163315
437,K02270972_5,5.3906016,11.164512,5.321759
438,K02270972_20,6.8575716,11.049636,6.4510565
439,K94811763_1,2.7310429,9.611694,3.70473
440,K94811763_30,6.4953666,10.067023,8.007559
441,K94811763_4,2.3240228,8.847499,4.8860917
442,K94811763_10,1.7977421,6.895738,7.7889643
443,A70371432_1,3.5506513,10.231997,3.8421228
444,A70371432_3,5.051554,11.085199,4.9203506
445,A70371432_10,4.5499043,10.789852,4.6532044
446,A70371432_30,8.534556,9.890915,8.561089
447,K27270522_0,3.6044369,10.274736,3.9448783
448,K27270522_3,4.7717204,10.998693,4.7240014
449,K27270522_8,5.629799,11.229961,5.329242
450,K27270522_20,9.149491,9.722245,8.767894
451,K96730552_1,2.4099307,8.67273,3.5146325
452,K96730552_30,9.2161665,9.67428,8.816868
453,K96730552_4,2.7283828,9.557207,4.2375026
454,K96730552_10,4.680705,10.332315,6.919654
455,A43724471_2,1.900724,8.446698,4.2736444
456,A43724471_40,4.576356,11.104499,7.584821
457,A43724471_5,1.4931743,7.28803,5.1460094
458,A43724471_10,2.6999955,8.595158,6.2946653
459,K31936792_1,2.4073877,8.611097,3.420587
460,K31936792_3,1.548133,6.5876474,3.678409
461,K31936792_9,1.4809433,6.6930494,4.0039983
462,K31936792_30,1.378982,6.3273325,4.0256486
463,K20799545_1,2.377321,8.585026,3.4628987
464,K20799545_30,2.3294837,8.504771,3.4402115
465,K20799545_4,2.4495955,8.765039,3.478787
466,K20799545_10,1.5526855,6.4020667,3.9597757
467,K12324537_1,6.514832,10.057282,8.005824
468,K12324537_3,6.471857,10.071447,7.9806356
469,K12324537_9,6.930559,10.137386,8.128298
470,K12324537_30,6.9217234,10.139443,8.123225
471,K82555370_1,2.5511975,8.957172,3.5072343
472,K82555370_30,2.3809862,9.268324,3.9588675
473,K82555370_4,2.7038255,9.335072,3.5382419
474,K82555370_10,2.3187351,8.489749,3.446865
475,A27341944_1,1.571153,7.4232144,5.179456
476,A27341944_30,8.349728,9.937337,8.491058
477,A27341944_3,3.2046359,9.760773,5.506486
478,A27341944_10,1.9170884,7.1428165,7.594278
479,A64107412_1,3.9943345,10.55776,4.1914463
480,A64107412_3,5.6196666,11.224861,5.3351665
481,A64107412_9,6.799513,11.085167,6.3627224
482,A64107412_30,9.991247,9.140299,9.0155525
483,A02214932_0,3.6218567,10.280096,3.9339542
484,A02214932_3,4.2360344,10.737783,4.404
485,A02214932_8,5.0469007,11.131166,4.93474
486,A02214932_30,9.860511,9.241436,8.969962
487,K36804864_1,2.707849,9.438117,3.5497222
488,K36804864_30,5.6995854,11.202526,5.339728
489,K36804864_3,3.3996649,10.187172,3.949429
490,K36804864_10,2.9627426,9.658931,3.5239272
491,K51643438_1,1.7236795,7.1466002,3.284015
492,K51643438_30,3.291961,10.484473,5.7203126
493,K51643438_4,3.0157034,9.744609,3.6311264
494,K51643438_10,2.9798033,9.755758,3.6763268
495,K78299219_1,2.7517195,9.553949,3.585729
496,K78299219_3,2.7375684,9.497001,3.5587287
497,K78299219_10,4.298308,10.770258,4.441012
498,K78299219_30,5.652282,11.230861,5.364027
499,A53878921_0,2.723749,9.421035,3.587434
500,A53878921_2,3.0364177,9.841409,3.945193
501,A53878921_7,2.1468248,8.662948,3.499437
502,A53878921_20,3.0548716,9.703228,3.5730965
503,A93370332_1,0.7220987,6.3186774,4.3047767
504,A93370332_30,3.3647325,10.160584,4.037865
505,A93370332_4,3.3535101,10.21257,4.112852
506,A93370332_10,1.8185285,8.352843,3.9651132
507,K20326272_1,2.375522,8.556492,3.5346253
508,K20326272_30,10.378655,8.810631,9.1370535
509,K20326272_4,2.758307,9.358678,3.5348587
510,K20326272_10,4.73736,10.987486,4.707764
511,K96880384_1,1.2940375,7.61138,4.149324
512,K96880384_3,2.1401303,8.71608,3.71319
513,K96880384_10,2.99844,9.801962,4.086891
514,K96880384_30,10.380703,8.808652,9.139361
515,K10816079_1,2.7549186,9.666455,3.8306923
516,K10816079_30,2.4794023,9.098943,3.6169336
517,K10816079_4,2.7937164,9.661894,3.7138386
518,K10816079_10,1.9788613,8.489362,4.120362
519,K84295647_1,1.7011571,6.7378535,3.4567378
520,K84295647_3,2.9750648,9.672575,3.5420806
521,K84295647_9,3.1816063,9.827156,3.630264
522,K84295647_30,5.842651,11.21735,5.4947667
523,K96055215_1,2.881305,9.526775,3.5573323
524,K96055215_30,5.69794,11.21929,5.402873
525,K96055215_4,2.9914763,9.704744,3.604641
526,K96055215_10,3.118587,9.995402,3.7802486
527,K70079610_3,2.7336206,9.271631,3.560664
528,K70079610_80,4.8017716,10.998229,4.711692
529,K70079610_9,2.8045015,9.512008,3.5482273
530,K70079610_30,2.9146419,9.602904,3.5129702
531,M60407938_1,-0.45308232,1.2739278,8.369094
532,M60407938_30,-0.3613644,1.3082515,8.290969
533,M60407938_3,-0.27875188,0.18268083,10.989449
534,M60407938_10,-0.5326997,0.903237,9.279742
535,K86003836_1,-0.3656851,1.0459054,10.130458
536,K86003836_30,0.08848814,3.4573514,6.554105
537,K86003836_3,0.45902354,4.175168,6.202287
538,K86003836_10,-0.06741164,2.9261487,7.179432
539,K45252063_1,0.07165853,3.0029426,6.9081044
540,K45252063_30,-0.53016424,1.3925612,8.392648
541,K45252063_3,-0.25573897,0.1283515,11.146015
542,K45252063_10,0.27547908,4.048513,5.9858775
543,K91497079_1,-0.007517108,3.751107,6.6174192
544,K91497079_30,-0.08375282,3.7204483,6.713731
545,K91497079_3,-0.024504298,3.8843179,6.4744577
546,K91497079_10,0.14990947,4.4959598,5.79047
547,A22740840_1,-0.38457832,1.9279597,7.873144
